BatchNumber,BatchDesc,BatchTxType,BatchDate,PeriodStart,PeriodEnd,BillingFreq,Posted
1443,"Wednesday, 7/27/11",PY,7/27/2011,,,,TRUE
1444,August 2011 Monthly,RD,8/1/2011,7/1/2011,8/1/2011,M,FALSE
1445,"August, 2011 Meter Pit Readings",RD,8/1/2011,7/1/2011,8/1/2011,Q,FALSE
1446,"Thursday, 7/28/11",PY,7/28/2011,,,,TRUE
1447,"Thursday, 7/28/11",PY,7/28/2011,,,,TRUE
1448,"Friday, 7/29/11",PY,7/29/2011,,,,TRUE
1449,"Monday, 8/1/11",PY,8/1/2011,,,,TRUE
1450,"Tuesday, 8/2/11",PY,8/2/2011,,,,TRUE
1451,"Tuesday, 8/9/11",PY,8/9/2011,,,,TRUE
1452,"Thursday, 8/11/11",PY,8/11/2011,,,,TRUE
1453,"Tuesday, 8/16/11",PY,8/16/2011,,,,TRUE
1454,"Tuesday, 8/23/11",PY,8/23/2011,,,,TRUE
1455,"Wednesday, 8/24/11",PY,8/24/2011,,,,TRUE
1456,"Tuesday, 8/30/11",PY,8/30/2011,,,,TRUE
1457,"Wednesday, 8/31/11",PY,8/31/2011,,,,TRUE
1458,OCTOBER 2011 READINGS,RD,10/1/2011,4/1/2011,10/1/2011,S,FALSE
1459,September 2011 Monthly,RD,9/1/2011,8/1/2011,9/1/2011,M,FALSE
1460,September 2011 Meter Pit Readings,RD,9/1/2011,8/1/2011,9/1/2011,Q,FALSE
1461,"Friday, 9/2/11",PY,9/2/2011,,,,TRUE
1462,"Tuesday, 9/13/11",PY,9/13/2011,,,,TRUE
1463,"FRIDAY, 9/16/11",PY,9/16/2011,,,,TRUE
1464,"Monday, 9/19/11",PY,9/19/2011,,,,TRUE
1465,October 2011 Monthly,RD,10/1/2011,9/1/2011,10/1/2011,M,FALSE
1466,October 2011 Meter Pits,RD,10/1/2011,9/1/2011,10/1/2011,Q,FALSE
1467,"Monday, 9/26/11",PY,9/26/2011,,,,TRUE
1468,"Wednesday, 9/28/11",PY,9/28/2011,,,,TRUE
1469,"Thursday, 9/29/11",PY,9/29/2011,,,,TRUE
1471,"Friday, 9/30/11",PY,9/30/2011,,,,TRUE
1472,"Monday, 10/3/11",PY,10/3/2011,,,,TRUE
1473,"Tuesday, 10/4/11",PY,10/4/2011,,,,TRUE
1474,"Wednesday, 10/5/11",PY,10/5/2011,,,,TRUE
1475,"Thursday, 10/6/11",PY,10/6/2011,,,,TRUE
1476,"Friday, 10/7/11",PY,10/7/2011,,,,TRUE
1477,"Tuesday, 10/11/11",PY,10/11/2011,,,,TRUE
1478,"Wednesday, 10/12/11",PY,10/12/2011,,,,TRUE
1479,"Thursday, 10/13/11",PY,10/13/2011,,,,TRUE
1480,"Friday, 10/14/11",PY,10/14/2011,,,,TRUE
1481,"Monday, 10/17/11",PY,10/17/2011,,,,TRUE
1482,"Tuesday, 10/18/11",PY,10/18/2011,,,,TRUE
1483,"Wednesday, 10/19/11",PY,10/19/2011,,,,TRUE
1484,"Thursday, 10/20/11",PY,10/20/2011,,,,TRUE
1485,"Friday, 10/21/11",PY,10/21/2011,,,,TRUE
1486,"Monday, 10/24/11",PY,10/24/2011,,,,TRUE
1487,"Tuesday, 10/25/11",PY,10/25/2011,,,,TRUE
1488,"November, 2011  MONTHLY",RD,11/1/2011,10/1/2011,11/1/2011,M,FALSE
1489,November 2011 METER PITS,RD,11/1/2011,10/1/2011,11/1/2011,Q,FALSE
1490,"Wednesday, 10/26/11",PY,10/26/2011,,,,TRUE
1491,"Thursday, 10/27/11",PY,10/27/2011,,,,TRUE
1493,"Friday, 10/28/11",PY,10/28/2011,,,,TRUE
1494,"Monday, 10/31/11",PY,10/31/2011,,,,TRUE
1495,"Friday, 11/4/11",PY,11/4/2011,,,,TRUE
1496,"Friday, 11/4/11 #2",PY,11/4/2011,,,,TRUE
1497,"Friday, 11/4/11 #3",PY,11/4/2011,,,,TRUE
1499,"Monday, 11/7/11",PY,11/7/2011,,,,TRUE
1500,NOVEMBER 2011 INT. AFTER 11/7,IN,11/1/2011,,,,FALSE
1501,"Wednesday, 11/9/11",PY,11/9/2011,,,,TRUE
1502,"Tuesday, 11/15/11",PY,11/15/2011,,,,TRUE
1503,"Wednesday, 11/16/11",PY,11/16/2011,,,,TRUE
1506,"Friday, 11/18/11",PY,11/18/2011,,,,TRUE
1507,"Monday, 11/21/11",PY,11/21/2011,,,,TRUE
1508,"Tuesday, 11/22/11",PY,11/22/2011,,,,TRUE
1509,December 2011 MONTHLY,RD,12/1/2011,11/1/2011,12/1/2011,M,FALSE
1510,December 2011 METER PITS,RD,12/1/2011,11/1/2011,12/1/2011,Q,FALSE
1511,"Monday, November 28, 2011",PY,11/28/2011,,,,TRUE
1512,"Tuesday, 11/29/11",PY,11/29/2011,,,,TRUE
1513,"Wednesday, 11/30/11",PY,11/30/2011,,,,TRUE
1514,December 2011 Interest,IN,12/1/2011,,,,FALSE
1516,"Friday, 12/2/11",PY,12/2/2011,,,,TRUE
1517,"Monday, 12/5/11",PY,12/5/2011,,,,TRUE
1518,"Wednesday, 12/7/11",PY,12/7/2011,,,,TRUE
1519,"Thursday, 12/8/11",PY,12/8/2011,,,,TRUE
1520,"Friday, 12/9/11",PY,12/9/2011,,,,TRUE
1521,"Monday, 12/12/11",PY,12/12/2011,,,,TRUE
1522,"Tuesday, 12/13/11",PY,12/13/2011,,,,TRUE
1523,"Wednesday, 12/14/11",PY,12/14/2011,,,,TRUE
1524,"Thursday, 12/15/11",PY,12/15/2011,,,,TRUE
1525,"Wednesday, 12/21/11",PY,12/21/2011,,,,TRUE
1526,"Thursday, 12/22/11",PY,12/22/2011,,,,TRUE
1528,JANUARY 2012 MONTHLY,RD,1/1/2012,12/1/2011,1/1/2012,M,FALSE
1529,JANUARY 2012 METER PITS,RD,1/1/2012,12/1/2011,1/1/2012,Q,FALSE
1530,"Tuesday, 12/27/11",PY,12/27/2011,,,,TRUE
1531,"Thursday, 12/29/11",PY,12/29/2011,,,,TRUE
1532,"Wednesday, 1/4/12",PY,1/4/2012,,,,TRUE
1533,"Friday, 1/6/12",PY,1/6/2012,,,,TRUE
1534,"Thursday, 1/12/12",PY,1/12/2012,,,,TRUE
1535,"Thursday, 1/19/12",PY,1/19/2012,,,,TRUE
1536,February 2012 Monthly,RD,2/1/2012,1/1/2012,2/1/2012,M,FALSE
1537,February 2012 Meter Pits,RD,2/1/2012,1/1/2012,2/1/2012,Q,FALSE
1538,"Tuesday, 1/31/12",PY,1/31/2012,,,,TRUE
1539,"Wednesday, 2/1/12",PY,2/1/2012,,,,TRUE
1540,"Thursday, 2/9/12",PY,2/9/2012,,,,TRUE
1541,"Tuesday, 2/14/12",PY,2/14/2012,,,,TRUE
1542,"Thursday, 2/16/12",PY,2/16/2012,,,,TRUE
1543,"Wednesday, 2/22/12",PY,2/22/2012,,,,TRUE
1544,"Friday, 2/24/12",PY,2/24/2012,,,,TRUE
1545,March 2012 Monthly,RD,3/1/2012,2/1/2012,3/1/2012,M,FALSE
1548,March 2012 Meter Pits,RD,3/1/2012,2/1/2012,3/1/2012,Q,FALSE
1549,APRIL 2012 READINGS,RD,4/1/2012,10/1/2011,4/1/2012,S,FALSE
1553,"Friday, 3/2/12",PY,3/2/2012,,,,TRUE
1554,"Thursday, 3/8/12",PY,3/8/2012,,,,TRUE
1555,"Friday, 3/9/12",PY,3/9/2012,,,,TRUE
1556,"Thursday, 3/15/12",PY,3/15/2012,,,,TRUE
1557,"Friday, 3/16/12",PY,3/16/2012,,,,TRUE
1558,"Tuesday, 3/20/12",PY,3/20/2012,,,,TRUE
1559,"Thursday, 3/22/12",PY,3/22/2012,,,,TRUE
1560,Monday 3/26/12,PY,3/26/2012,,,,TRUE
1561,April 2012 MONTHLY,RD,4/1/2012,3/1/2012,4/1/2012,M,FALSE
1562,April 2012 METER PITS,RD,4/1/2012,3/1/2012,4/1/2012,Q,FALSE
1563,"Thursday, 3/29/12",PY,3/29/2012,,,,TRUE
1565,"Monday, 4/2/12",PY,4/2/2012,,,,TRUE
1566,"Tuesday, 4/3/12",PY,4/3/2012,,,,TRUE
1567,"Wednesday, 4/4/12",PY,4/4/2012,,,,TRUE
1568,"Thursday, 4/5/12",PY,4/5/2012,,,,TRUE
1569,"Thursday, 4/5/12 #2",PY,4/5/2012,,,,TRUE
1570,"Monday, 4/9/12",PY,4/9/2012,,,,TRUE
1571,"Tuesday, 4/10/12",PY,4/10/2012,,,,TRUE
1572,"Wednesday, 4/11/2012",PY,4/11/2012,,,,TRUE
1573,"Thursday, 4/12/12",PY,4/12/2012,,,,TRUE
1574,"Friday, 4/13/12",PY,4/13/2012,,,,TRUE
1575,"Monday, 4/16/12",PY,4/16/2012,,,,TRUE
1576,"Tuesday, 4/17/12",PY,4/17/2012,,,,TRUE
1577,Wednesday 4/18/12,PY,4/18/2012,,,,TRUE
1578,"Thursday, 4/19/12",PY,4/19/2012,,,,TRUE
1579,"Friday, 4/20/12",PY,4/20/2012,,,,TRUE
1581,"Monday, 4/23/12",PY,4/23/2012,,,,TRUE
1582,"Tuesday, 4/24/12",PY,4/24/2012,,,,TRUE
1583,"Wednesday, 4/25/12",PY,4/25/2012,,,,TRUE
1584,"Thursday, 4/26/12",PY,4/26/2012,,,,TRUE
1586,"May, 2012 Monthly",RD,5/1/2012,4/1/2012,5/1/2012,M,FALSE
1587,"Friday, 4/27/12",PY,4/26/2012,,,,TRUE
1590,May 2012 Meter Pits,RD,5/1/2012,4/1/2012,5/1/2012,Q,FALSE
1591,"Monday, 4/30/12",PY,4/30/2012,,,,TRUE
1592,"Monday, 4/30/12-#2",PY,4/30/2012,,,,TRUE
1593,Tuesday 5/1/12,PY,5/1/2012,,,,TRUE
1594,"Wednesday, 5/2/12",PY,5/2/2012,,,,TRUE
1595,May Interest,IN,5/1/2012,,,,FALSE
1596,"Friday,  5/4/12",PY,5/4/2012,,,,TRUE
1597,"Tuesday, 5/8/12",PY,5/8/2012,,,,TRUE
1598,"Thursday, 5/10/12",PY,5/10/2012,,,,TRUE
1599,"Friday, 5/11/12",PY,5/11/2012,,,,TRUE
1600,"Monday, 5/14/12",PY,5/14/2012,,,,TRUE
1601,"Tuesday, 5/15/12",PY,5/15/2012,,,,TRUE
1602,"Thursday, 5/17/12",PY,5/17/2012,,,,TRUE
1603,"Friday, 5/18/12",PY,5/18/2012,,,,TRUE
1604,"Tuesday, 5/22/12",PY,5/22/2012,,,,TRUE
1605,"Thursday, 5/24/12",PY,5/24/2012,,,,TRUE
1606,"Friday, 5/25/12",PY,5/25/2012,,,,TRUE
1607,JUNE 2012 Monthly,RD,6/1/2012,5/1/2012,6/1/2012,M,FALSE
1608,JUNE 2012 Meter Pits,RD,6/1/2012,5/1/2012,6/1/2012,Q,FALSE
1609,"Tuesday, 5/29/12",PY,5/29/2012,,,,TRUE
1610,"Wednesday, 5/30/12",PY,5/30/2012,,,,TRUE
1611,"Thursday, 5/31/12",PY,5/31/2012,,,,TRUE
1612,"June 1, 2012 interest",IN,6/1/2012,,,,FALSE
1614,"Monday, 6/4/12",PY,6/4/2012,,,,TRUE
1615,"Wednesday, 6/6/12",PY,6/6/2012,,,,TRUE
1617,"Monday, 6/11/12",PY,6/11/2012,,,,TRUE
1618,"Tuesday, 6/12/12",PY,6/12/2012,,,,TRUE
1619,"Thursday, 6/14/12",PY,6/14/2012,,,,TRUE
1620,"Monday, 6/18/12",PY,6/18/2012,,,,TRUE
1621,"Friday, 6/22/12",PY,6/22/2012,,,,TRUE
1622,"Thursday, 6/28/12",PY,6/28/2012,,,,TRUE
1623,July 2012 MONTHLY,RD,7/1/2012,6/1/2012,7/1/2012,M,FALSE
1624,July 2012 METER PITS,RD,7/1/2012,6/1/2012,7/1/2012,Q,FALSE
1625,"Monday, 7/2/12",PY,7/2/2012,,,,TRUE
1626,"Thursday, 7/5/12",PY,7/5/2012,,,,TRUE
1627,"Monday, 7/9/12",PY,7/9/2012,,,,TRUE
1629,Weekly Meter Pits 7/9/12,RD,7/1/2012,7/9/2012,7/9/2012,Q,FALSE
1630,"Tuesday, 7/10/12",PY,7/10/2012,,,,TRUE
1631,"Wednesday, 7/11/12",PY,7/11/2012,,,,TRUE
1632,"Thursday, 7/12/12",PY,7/12/2012,,,,TRUE
1633,"Monday, 7/16/12",PY,7/16/2012,,,,TRUE
1634,"Tuesday, 7/17/12",PY,7/17/2012,,,,TRUE
1635,"Thursday, 7/19/12",PY,7/19/2012,,,,TRUE
1636,"Tuesday, 7/24/12",PY,7/24/2012,,,,TRUE
1637,"Wednesday, 7/25/12",PY,7/25/2012,,,,TRUE
1639,"Monday, 7/30/12",PY,7/30/2012,,,,TRUE
1640,"Monday, 7/30/12",PY,7/30/2012,,,,TRUE
1641,AUGUST 2012 MONTHLY,RD,8/1/2012,7/1/2012,8/1/2012,M,FALSE
1642,AUGUST 2012 METER PITS,RD,8/1/2012,7/1/2012,8/1/2012,Q,FALSE
1643,"Thursday, 8/2/12",PY,8/2/2012,,,,TRUE
1644,"Friday, 8/3/12",PY,8/3/2012,,,,TRUE
1645,"Monday, 8/6/12",PY,8/6/2012,,,,TRUE
1646,"Wednesday, 8/8/12",PY,8/8/2012,,,,TRUE
1647,"Thursday, 8/9/12",PY,8/9/2012,,,,TRUE
1648,"Tuesday, 8/14/12",PY,8/14/2012,,,,TRUE
1649,"Thursday, 8/16/12",PY,8/16/2012,,,,TRUE
1650,"Tuesday, 8/21/12",PY,8/21/2012,,,,TRUE
1651,"Friday, 8/24/12",PY,8/24/2012,,,,TRUE
1652,"Tuesday, 8/28/12",PY,8/28/2012,,,,TRUE
1654,September 2012 MONTHLY,RD,9/1/2012,8/1/2012,9/1/2012,M,FALSE
1655,"September, 2012 METER PITS",RD,9/1/2012,8/1/2012,9/1/2012,Q,FALSE
1656,"Friday, 8/31/12",PY,8/30/2012,,,,TRUE
1657,OCTOBER 2012 READINGS,RD,10/1/2012,4/1/2012,10/1/2012,S,FALSE
1658,Tuesday 9/4/12,PY,9/4/2012,,,,TRUE
1659,"Friday, 9/7/12",PY,9/7/2012,,,,TRUE
1660,"Tuesday, 9/11/12",PY,9/11/2012,,,,TRUE
1661,"Friday, 9/14/12",PY,9/14/2012,,,,TRUE
1662,"Wednesday, 9/19/12",PY,9/19/2012,,,,TRUE
1663,"Thursday, 9/20/12",PY,9/20/2012,,,,TRUE
1665,October 2012 MONTHLY,RD,10/1/2012,9/1/2012,10/1/2012,M,FALSE
1666,October 2012 METER PITS,RD,10/1/2012,9/1/2012,10/1/2012,Q,FALSE
1667,"Thursday, 9/27/12",PY,9/27/2012,,,,TRUE
1668,"Monday, 10/1/12",PY,10/1/2012,,,,TRUE
1669,"Tuesday, 10/2/12",PY,10/2/2012,,,,TRUE
1670,"Wednesday, 10/3/12",PY,10/3/2012,,,,TRUE
1671,"Thursday, 10/4/12",PY,10/4/2012,,,,TRUE
1672,"Friday, 10/5/12",PY,10/5/2012,,,,TRUE
1673,"Tuesday, 10/9/12",PY,10/9/2012,,,,TRUE
1674,"Tuesday, 10/9/12 -#2",PY,10/9/2012,,,,TRUE
1675,"Wednesday, 10/10/12",PY,10/10/2012,,,,TRUE
1676,"Thursday, 10/11/12",PY,10/11/2012,,,,TRUE
1677,"Friday, 10/12/12",PY,10/12/2012,,,,TRUE
1678,"MONDAY, 10/15/12",PY,10/15/2012,,,,TRUE
1679,"Tuesday, 10/16/12",PY,10/16/2012,,,,TRUE
1680,"Tuesday, 10/16/12",PY,10/16/2012,,,,TRUE
1681,"Wednesday, 10/17/12",PY,10/17/2012,,,,TRUE
1682,"Thursday, 10/18/12",PY,10/18/2012,,,,TRUE
1685,"Friday, 10/19/12",PY,10/19/2012,,,,TRUE
1686,"Friday, 10/19/12 #2",PY,10/19/2012,,,,TRUE
1687,"Monday, 10/22/12",PY,10/22/2012,,,,TRUE
1688,"Tuesday, 10/23/12",PY,10/23/2012,,,,TRUE
1689,"Wednesday, 10/24/12",PY,10/24/2012,,,,TRUE
1690,"Thursday, 10/25/12",PY,10/25/2012,,,,TRUE
1691,"Friday, 10/26/12",PY,10/26/2012,,,,TRUE
1692,"Monday, 10/29/12",PY,10/29/2012,,,,TRUE
1693,November 2012 MONTHLY,RD,11/1/2012,10/1/2012,11/1/2012,M,FALSE
1694,November 2012 METER PITS,RD,11/1/2012,10/1/2012,11/1/2012,Q,FALSE
1695,"Tuesday, 10/30/12",PY,10/30/2012,,,,TRUE
1696,"Wednesday, 10/31/12",PY,10/31/2012,,,,TRUE
1697,"Thursday, 11/1/2012",PY,11/1/2012,,,,TRUE
1699,"Friday, 11/2/12",PY,11/2/2012,,,,TRUE
1700,November 2012 interest,IN,11/1/2012,,,,FALSE
1701,"Tuesday, 11/6/12",PY,11/6/2012,,,,TRUE
1702,"Thursday, 11/8/12",PY,11/8/2012,,,,TRUE
1703,"Tuesday, 11/13/12",PY,11/13/2012,,,,TRUE
1704,"Wednesday, 11/14/12",PY,11/14/2012,,,,TRUE
1705,"Thursday, 11/15/12",PY,11/15/2012,,,,TRUE
1706,"Friday, 11/16/12",PY,11/16/2012,,,,TRUE
1707,"Tuesday, 11/20/12",PY,11/20/2012,,,,TRUE
1708,"Tuesday, 11/20/12 - #2",PY,11/20/2012,,,,TRUE
1709,"Tuesday, 11/27/12",PY,11/27/2012,,,,TRUE
1710,December 2012 MONTHLY,RD,12/1/2012,11/1/2012,12/1/2012,M,FALSE
1711,December 2012 Meter Pits,RD,12/1/2012,11/1/2012,12/1/2012,Q,FALSE
1712,"Thursday, 11/29/12",PY,11/29/2012,,,,TRUE
1713,"Friday, 11/30/12",PY,11/30/2012,,,,TRUE
1714,December interest,IN,12/1/2012,,,,FALSE
1715,"Tuesday, 12/4/12",PY,12/4/2012,,,,TRUE
1716,"Thursday, 12/6/12",PY,12/6/2012,,,,TRUE
1717,"Friday, 12/7/12",PY,12/7/2012,,,,TRUE
1718,"Friday, 12/7/12",PY,12/7/2012,,,,TRUE
1719,"Monday, 12/10/12",PY,12/10/2012,,,,TRUE
1720,"Tuesday, 12/11/12",PY,12/11/2012,,,,TRUE
1721,"Wednesday, 12/12/12",PY,12/12/2012,,,,TRUE
1722,"Thursday, 12/13/12",PY,12/13/2012,,,,TRUE
1723,"Friday, 12/14/12",PY,12/14/2012,,,,TRUE
1724,"Tuesday, 12/18/12",PY,12/18/2012,,,,TRUE
1725,"Friday, 12/21/12",PY,12/21/2012,,,,TRUE
1726,"Monday, 12/31/12",PY,12/31/2012,,,,TRUE
1727,JANUARY 2013 MONTHLY,RD,1/1/2013,12/1/2012,1/1/2013,M,FALSE
1729,JANUARY 2013 METER PITS,RD,1/1/2013,12/1/2012,1/1/2013,Q,FALSE
1730,"Thursday, 1/3/13",PY,1/3/2013,,,,TRUE
1731,"Tuesday, 1/8/13",PY,1/8/2013,,,,TRUE
1732,"Friday, 1/11/13",PY,1/11/2013,,,,TRUE
1733,"Tuesday, 1/15/13",PY,1/15/2013,,,,TRUE
1734,"Friday, 1/18/13",PY,1/18/2013,,,,TRUE
1740,"Thursday, 1/24/13",PY,1/24/2013,,,,TRUE
1741,February 2013 MONTHLY,RD,2/1/2013,1/1/2013,2/1/2013,M,FALSE
1742,February 2013 Meter Pits,RD,2/1/2013,1/1/2013,2/1/2013,Q,FALSE
1744,"Tuesday, 1/29/13",PY,1/29/2013,,,,TRUE
1745,"Thursday, 1/31/13",PY,1/31/2013,,,,TRUE
1747,"Thursday, 2/7/13",PY,2/7/2013,,,,FALSE
1748,"Thursday, 2/14/13",PY,2/14/2013,,,,TRUE
1749,"Thursday, 2/21/2013",PY,2/21/2013,,,,TRUE
1752,APRIL 2013 READINGS,RD,4/1/2013,10/1/2012,4/1/2013,S,FALSE
1753,March 2013 MONTHLY,RD,3/1/2013,2/1/2013,3/1/2013,M,FALSE
1754,March 2013 METER PITS,RD,3/1/2013,2/1/2013,3/1/2013,Q,FALSE
1756,"Thursday, 2/28/13",PY,2/28/2013,,,,TRUE
1757,"Wednesday, 3/6/13",PY,3/6/2013,,,,TRUE
1758,"Tuesday, 3/12/13",PY,3/12/2013,,,,TRUE
1759,"Thursday, 3/21/13",PY,3/21/2013,,,,TRUE
1760,APRIL 2013 Monthly,RD,4/1/2013,4/1/2013,5/1/2013,M,FALSE
1761,APRIL2013 Meter Pits,RD,4/1/2013,4/1/2013,5/1/2013,Q,FALSE
1762,"Thursday, 3/28/13",PY,3/28/2013,,,,TRUE
1763,"Tuesday, 4/2/13",PY,4/2/2013,,,,TRUE
1764,"Tuesday, 04/02/2013 - 2",PY,4/2/2013,,,,TRUE
1766,"Wednesday, 04/03/13",PY,4/3/2013,,,,TRUE
1767,"Thursday, 04/04/2013",PY,4/4/2013,,,,TRUE
1768,"Friday, 4/5/12",PY,4/5/2013,,,,TRUE
1769,"Monday, 4/8/13",PY,4/8/2013,,,,TRUE
1770,"Monday, 04/08/13 - 2",PY,4/8/2013,,,,TRUE
1771,"Wednesday, 4/10/13",PY,4/10/2013,,,,TRUE
1772,"Thursday, April 13, 2013",PY,4/11/2013,,,,TRUE
1773,"Friday, 4/12/13",PY,4/12/2013,,,,TRUE
1774,"Friday, 04/12/13 - 2",PY,4/12/2013,,,,TRUE
1775,"Monday, 4/15/13",PY,4/15/2013,,,,TRUE
1776,"Monday, 04/15/13 - 2",PY,4/15/2013,,,,TRUE
1777,"Tuesday, 4/16/13",PY,4/16/2013,,,,TRUE
1778,"Wednesday, 04/17/2013",PY,4/17/2013,,,,TRUE
1779,"Thursday, 04/18/13",PY,4/18/2013,,,,TRUE
1780,"Friday, 4/19/13",PY,4/19/2013,,,,TRUE
1781,"Monday, 4/22/13",PY,4/22/2013,,,,TRUE
1782,"Tuesday, 04/23/2013",PY,4/23/2013,,,,TRUE
1783,"Tuesday, 4/23/13 - #2",PY,4/23/2013,,,,TRUE
1784,"Wednesday, 4/24/13",PY,4/24/2013,,,,TRUE
1785,MAY MONTHLY 2013,RD,5/1/2013,4/1/2013,5/1/2013,M,FALSE
1786,MAY METER PITS 2013,RD,5/1/2013,4/1/2013,5/1/2013,Q,FALSE
1787,"THURSDAY, 04/25/2013",PY,4/25/2013,,,,TRUE
1788,"Friday, 4/26/13",PY,4/26/2013,,,,TRUE
1789,"Monday, 4/29/13",PY,4/29/2013,,,,TRUE
1790,"Tuesday, 4/30/13",PY,4/30/2013,,,,TRUE
1791,"Wednesday, 5/1/13",PY,5/1/2013,,,,TRUE
1792,"Thursday, 5/2/13",PY,5/2/2013,,,,TRUE
1793,May Interest,IN,5/1/2013,,,,FALSE
1794,"Monday, 05/06/2013",PY,5/6/2013,,,,TRUE
1795,"Tuesday, 05/07/2013",PY,5/7/2013,,,,TRUE
1796,"Thursday, 5/9/2013",PY,5/9/2013,,,,TRUE
1797,"Monday, 05/13/2013",PY,5/13/2013,,,,TRUE
1798,"Tuesday, 4/14/13",PY,5/14/2013,,,,TRUE
1799,"Tuesday, 5/15/13",PY,5/15/2013,,,,TRUE
1800,"Thursday, 5/16/13",PY,5/16/2013,,,,TRUE
1802,"Monday, 05/20/2013",PY,5/20/2013,,,,TRUE
1803,"Tuesday, 5/21/13",PY,5/21/2013,,,,TRUE
1804,"Wednesday, 05/22/2013",PY,5/22/2013,,,,TRUE
1805,JUNE MONTHLY 2013,RD,6/1/2013,5/1/2013,6/1/2013,S,FALSE
1807,"Tuesday, 5/28/13",PY,5/28/2013,,,,TRUE
1809,JUNE INTEREST,IN,6/1/2013,,,,FALSE
1810,"Monday, 06/03/2013",PY,6/3/2013,,,,TRUE
1812,June 2013 Meter Pits,RD,6/1/2013,5/1/2013,6/1/2013,Q,FALSE
1813,"Tuesday, 6/4/13",PY,6/4/2013,,,,TRUE
1814,"Thursday, 6/6/13",PY,6/6/2013,,,,TRUE
1815,"Monday, 06/10/2013",PY,6/10/2013,,,,TRUE
1816,"Tuesday, 6/11/13",PY,6/11/2013,,,,TRUE
1817,"Wednesday, 6/12/13",PY,6/12/2013,,,,TRUE
1818,"Thursday, 6/13/13",PY,6/13/2013,,,,TRUE
1819,"Monday, 06/17/2013",PY,6/17/2013,,,,TRUE
1820,"Thursday, 6/20/13",PY,6/20/2013,,,,TRUE
1821,"Monday, 06/24/2013",PY,6/24/2013,,,,TRUE
1823,JULY 2013 Monthly,RD,7/1/2013,6/1/2013,7/1/2013,M,FALSE
1824,JULY 2013 Meter Pits,RD,7/1/2013,6/1/2013,7/1/2013,M,FALSE
1825,"Friday, 06/28/13",PY,6/28/2013,,,,TRUE
1826,"Monday, 07/01/2013",PY,7/1/2013,,,,TRUE
1827,"Tuesday, 7/2/13",PY,7/2/2013,,,,TRUE
1828,"Monday, 7/8/13",PY,7/8/2013,,,,TRUE
1829,"Tuesday, 7/9/13",PY,7/9/2013,,,,TRUE
1830,"Wednesday, 7/10/13",PY,7/10/2013,,,,TRUE
1832,"Tuesday, 7/16/13",PY,7/16/2013,,,,TRUE
1834,"Tuesday, 07/16/2013",PY,7/16/2013,,,,TRUE
1835,"Wednesday, 7/17/13",PY,7/17/2013,,,,TRUE
1836,"Thursday, 07/18/2013",PY,7/18/2013,,,,TRUE
1837,"Friday, 07/19/2013",PY,7/19/2013,,,,TRUE
1838,"Monday, 7/22/13",PY,7/22/2013,,,,TRUE
1839,"Tuesday, 7/23/13",PY,7/23/2013,,,,TRUE
1840,"Wednesday, 7/24/13",PY,7/24/2013,,,,TRUE
1841,"Thursday, 7/25/13",PY,7/25/2013,,,,TRUE
1843,"Monday, 7/29/13",PY,7/29/2013,,,,TRUE
1844,August METER PITS,RD,8/1/2013,7/1/2013,7/31/2013,Q,FALSE
1850,AUGUST MONTHLY,RD,8/1/2013,7/1/2013,8/1/2013,M,FALSE
1851,"Wednesday, 7/31/13",PY,7/31/2013,,,,TRUE
1852,"Friday, 08/02/2013",PY,8/2/2013,,,,TRUE
1853,"Tuesday, 8/6/13",PY,8/6/2013,,,,TRUE
1854,"MONDAY, 08/12/2013",PY,8/12/2013,,,,TRUE
1855,"Thursday, 8/15/13",PY,8/15/2013,,,,TRUE
1856,"Monday, 08/19/2013",PY,8/19/2013,,,,TRUE
1861,"Wednesday, 8/28/13",PY,8/28/2013,,,,TRUE
1863,"Thursday, 8/29/13",PY,8/29/2013,,,,TRUE
1866,SEPTEMBER 2013 METER PITS,RD,9/1/2013,8/1/2013,9/1/2013,A,FALSE
1867,SEPTEMBER 2013 MONTHLY,RD,9/1/2013,8/1/2013,9/1/2013,M,FALSE
1871,"Tuesday, 9/3/2013",PY,9/3/2013,,,,TRUE
1872,"Thursday, 9/5/13",PY,9/5/2013,,,,TRUE
1874,"Tuesday, 9/17/13",PY,9/17/2013,,,,TRUE
1875,October 2013 Monthly,RD,10/1/2013,9/1/2013,10/1/2013,M,FALSE
1876,October 2013 Readings,RD,10/1/2013,4/1/2013,10/1/2013,S,FALSE
1877,"Tuesday, 9/24/13",PY,9/24/2013,,,,TRUE
1878,"Monday, 9/30/13",PY,9/30/2013,,,,TRUE
1879,"Tuesday, 10/1/13",PY,10/1/2013,,,,TRUE
1880,"Wednesday, 10/2/13",PY,10/2/2013,,,,TRUE
1886,"Wednesday, 10/2/13 - #2",PY,10/2/2013,,,,TRUE
1887,"Thursday, 10/03/2013",PY,10/3/2013,,,,TRUE
1888,"Monday, 10/7/13",PY,10/7/2013,,,,TRUE
1890,"Monday, 10/07/2013 #2",PY,10/7/2013,,,,TRUE
1891,"Tuesday, 10/8/13",PY,10/8/2013,,,,TRUE
1892,"Tuesday, 10/8/13 - #2",PY,10/8/2013,,,,TRUE
1893,"Wednesday, 10/9/13",PY,10/9/2013,,,,TRUE
1894,"Thursday, 10/10/13",PY,10/10/2013,,,,TRUE
1895,"Tuesday, 10/15/13",PY,10/15/2013,,,,TRUE
