LocationID,CustomerID,LocationType,StreetCode,StreetNumber,StreetNumberSuffix,LocationStatus,Service,BillingFreq,MeterFeeCode,MeterLocation,BuildingType,TypeOfService,HazardLevel,LastInspectDate,FireLine,FireLineSize,LienIndicator,TestComments,OldAcct,Warning,MIU_ID,Record_Status,Multiplier,Read_Direction,Decimal_Location,Record_Type,Number_Of_Dials,Route_No,Page_No,Read_Seq
587,587,1,560,178,0,A,B,Q,1,left,dwelling,,,,N,,N,,1560017800,,1461898450,Z,1,L,0,EU,6,3,750,00
588,588,1,560,179,0,A,B,Q,1,right,dwelling,,,,N,,N,,1560017900,,1462037188,Z,1,L,0,EU,6,3,760,00
589,1767,1,560,186,0,A,B,Q,1,left,dwelling,,,,N,,N,,1560018600,,1461895022,Z,1,L,0,EU,6,3,770,00
590,1527,1,560,189,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1560018900,,1462094494,Z,1,L,0,EU,6,3,780,00
591,591,1,560,195,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1560019500,,1462008238,Z,1,L,0,EU,6,3,790,00
592,2218,1,560,196,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1560019600,,1461922116,Z,1,L,0,EU,6,3,800,00
593,1607,1,560,205,0,A,W,Q,1,front left,dwelling,,,,N,,N,,1560020500,,1461977124,Z,1,L,0,EU,6,3,810,00
594,2016,1,582,8,0,A,W,Q,1,left front,dwelling,,,,N,,N,,1582000800,,1462019444,Z,1,L,0,EU,6,2,1110,00
595,2309,1,582,11,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1582001100,,1461945624,Z,1,L,0,EU,6,2,1120,00
596,596,1,582,20,0,A,W,Q,1,right front,dwelling,,,,N,,N,,1582002000,,1461939010,Z,1,L,0,EU,6,2,1130,00
597,597,1,582,21,0,A,W,Q,1,left,dwelling,,,,N,,N,,1582002100,,1462005014,Z,1,L,0,EU,6,2,1140,00
598,598,1,582,28,0,A,W,Q,1,front left,dwelling,,,,N,,N,,1582002800,,1462018538,Z,1,L,0,EU,6,2,1150,00
599,2318,1,582,31,0,A,W,Q,1,right,dwelling,,,,N,,N,,1582003100,,1461975672,Z,1,L,0,EU,6,2,1160,00
600,1755,1,582,38,0,A,W,Q,1,front right,dwelling,,,,N,,N,,1582003800,,1461939012,Z,1,L,0,EU,6,2,1170,00
601,601,1,582,41,0,A,W,Q,1,right front,dwelling,,,,N,,N,,1582004100,,1461927942,Z,1,L,0,EU,6,2,1180,00
602,602,1,582,48,0,A,W,Q,1,front left,dwelling,,,,N,,N,,1582004800,,1461924324,Z,1,L,0,EU,6,2,1190,00
603,2062,1,582,53,0,A,W,Q,1,right front,dwelling VACANT,,,,N,,N,,1582005300,,1461941210,Z,1,L,0,EU,6,2,1200,00
604,604,1,582,58,0,A,W,Q,1,front left,dwelling,,,,N,,N,,1582005800,,1461924320,Z,1,L,0,EU,6,2,1210,00
605,2010,1,582,66,0,A,W,Q,1,front right,dwelling,,,,N,,N,,1582006600,,1461987678,Z,1,L,0,EU,6,2,1220,00
606,606,1,582,67,0,A,B,Q,1,right,dwelling,,,,N,,N,,1582006700,,1462038568,Z,1,L,0,EU,6,2,1230,00
607,1711,1,582,74,0,A,W,Q,1,front left,dwelling,,,,N,,N,,1582007400,,1548163428,Z,1,L,0,EU,6,2,1240,00
608,1840,1,582,82,0,A,W,Q,1,left rear,dwelling,,,,N,,N,,1582008200,,1462013476,Z,1,L,0,EU,6,2,1250,00
609,609,1,582,87,0,A,B,Q,1,left,dwelling,,,,N,,N,,1582008700,,1462030378,Z,1,L,0,EU,6,2,1260,00
610,610,1,582,90,0,A,B,Q,1,front,dwelling,,,,N,,N,,1582009000,,1462000582,Z,1,L,0,EU,6,2,1270,00
611,611,1,582,100,0,A,W,Q,1,left,dwelling,,,,N,,N,,1582010000,,1462013472,Z,1,L,0,EU,6,2,1280,00
612,612,1,582,103,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1582010300,,1461894108,Z,1,L,0,EU,6,2,1290,00
613,1988,1,582,115,0,A,B,Q,1,stoop,dwelling,,,,N,,N,,1582011500,,1462016756,Z,1,L,0,EU,6,2,1300,00
614,614,1,588,7,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1588000700,,1461960724,Z,1,L,0,EU,6,2,2700,00
615,615,1,588,17,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1588001700,,1461965768,Z,1,L,0,EU,6,2,2710,00
616,616,1,588,20,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1588002000,,1461944570,Z,1,L,0,EU,6,2,2720,00
617,617,1,588,27,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1588002700,,1461978560,Z,1,L,0,EU,6,2,2730,00
618,618,1,588,30,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1588003000,,1461965000,Z,1,L,0,EU,6,2,2740,00
619,619,1,588,39,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1588003900,,1540361172,Z,1,L,0,EU,6,2,2750,00
620,1537,1,598,7,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1598000700,,1462094438,Z,1,L,0,EU,6,5,1450,00
621,621,1,598,15,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1598001500,,1462001300,Z,1,L,0,EU,6,5,1460,00
622,622,1,598,25,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1598002500,,1461684116,Z,1,L,0,EU,6,5,1470,00
623,623,1,598,26,0,A,B,Q,1,left,dwelling,,,,N,,N,,1598002600,,1462014884,Z,1,L,0,EU,6,5,1480,00
624,624,1,598,35,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1598003500,,1540366988,Z,1,L,0,EU,6,5,1490,00
625,1925,1,598,38,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1598003800,,1462102428,Z,1,L,0,EU,6,5,1500,00
626,626,1,598,45,0,A,B,Q,1,driveway,dwelling,,,,N,,N,,1598004500,,1462017962,Z,1,L,0,EU,6,5,1510,00
627,627,1,598,55,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1598005500,,1461989464,Z,1,L,0,EU,6,5,1520,00
628,628,1,598,56,0,A,B,Q,1,right garage,dwelling,,,,N,,N,,1598005600,,1462086868,Z,1,L,0,EU,6,5,1530,00
629,1904,1,598,63,0,A,B,Q,1,next to garage,dwelling,,,,N,,N,,1598006300,,1461989466,Z,1,L,0,EU,6,5,1540,00
630,1900,1,598,73,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1598007300,,1462098252,Z,1,L,0,EU,6,5,1550,00
631,631,1,622,8,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1622000800,,1461873552,Z,1,L,0,EU,6,5,830,00
632,2209,1,622,11,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1622001100,,1461893198,Z,1,L,0,EU,6,5,840,00
633,2339,1,622,24,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1622002400,,1461888492,Z,1,L,0,EU,6,5,850,00
634,2013,1,622,25,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1622002500,,1540369204,Z,1,L,0,EU,6,5,860,00
635,635,1,622,35,0,A,B,Q,1,front driveway,dwelling,,,,N,,N,,1622003500,,1461904458,Z,1,L,0,EU,6,5,870,00
636,636,1,622,40,0,A,B,Q,1,front on porch,dwelling,,,,N,,N,,1622004000,,1461880148,Z,1,L,0,EU,6,5,880,00
637,1247,1,622,45,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1622004500,,1461898406,Z,1,L,0,EU,6,5,890,00
638,1639,1,622,52,0,A,B,Q,1,right,dwelling,,,,N,,N,Sewer billed for April 2004,1622005200,,1461874234,Z,1,L,0,EU,6,5,900,00
639,639,1,622,55,0,A,B,Q,1,left,dwelling,,,,N,,N,,1622005500,,1461880144,Z,1,L,0,EU,6,5,910,00
640,1315,1,622,66,0,A,B,Q,1,left,dwelling,,,,N,,N,"Connected to sewer 6/15/04 per phone call from Mr. Lazar.  Assess. Was paid, but no permit was taken out.  Joe was to check this out.  OK per Joe.",1622006600,,1461874230,Z,1,L,0,EU,6,5,920,00
641,641,1,622,67,0,A,B,Q,1,right,dwelling,,,,N,,N,,1622006700,,1461898410,Z,1,L,0,EU,6,5,930,00
642,642,1,622,77,0,A,B,Q,1,left corner in rear,dwelling,,,,N,,N,,1622007700,,1548147682,Z,1,L,0,EU,6,5,940,00
643,1768,1,622,78,0,A,B,Q,1,front,dwelling,,,,N,,N,,1622007800,,1461886434,Z,1,L,0,EU,6,5,950,00
644,2104,1,622,88,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1622008800,,1461893374,Z,1,L,0,EU,6,5,960,00
645,1662,1,622,89,0,A,B,Q,1,back,dwelling,,,,N,,N,,1622008900,,1461879636,Z,1,L,0,EU,6,5,970,00
646,2240,1,622,100,0,A,B,Q,1,right on deck,dwelling,,,,N,,N,,1622010000,,1461880146,Z,1,L,0,EU,6,5,980,00
647,1825,1,622,110,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1622011000,,1461874232,Z,1,L,0,EU,6,5,990,00
648,648,1,622,118,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1622011800,,1461887910,Z,1,L,0,EU,6,5,1000,00
649,1316,1,632,15,0,A,B,Q,1,front,dwelling,,,,N,,N,,1632001500,,1461924328,Z,1,L,0,EU,6,2,1310,00
650,650,1,632,18,0,A,B,Q,1,right,dwelling,,,,N,,N,,1632001800,,1462013162,Z,1,L,0,EU,6,2,1320,00
651,651,1,632,25,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1632002500,,1461985722,Z,1,L,0,EU,6,2,1330,00
652,652,1,632,31,0,A,B,Q,1,right,dwelling,,,,N,,N,,1632003100,,1462006672,Z,1,L,0,EU,6,2,1340,00
653,1544,1,632,37,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1632003700,,1461990572,Z,1,L,0,EU,6,2,1350,00
654,654,1,632,40,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1632004000,,1461924326,Z,1,L,0,EU,6,2,1360,00
655,655,1,632,43,0,A,B,Q,1,right,dwelling,,,,N,,N,,1632004300,,1461992142,Z,1,L,0,EU,6,2,1370,00
656,656,1,632,50,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1632005000,,1548142218,Z,1,L,0,EU,6,2,1380,00
657,1408,1,632,53,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1632005300,,1462013158,Z,1,L,0,EU,6,2,1390,00
658,658,1,632,60,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1632006000,,1462031624,Z,1,L,0,EU,6,2,1400,00
659,1539,1,632,61,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1632006100,,1462013444,Z,1,L,0,EU,6,2,1410,00
660,660,1,632,67,0,A,B,Q,1,left,dwelling,,,,N,,N,,1632006700,,1461981966,Z,1,L,0,EU,6,2,1420,00
661,661,1,642,9,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1642000900,,1462043410,Z,1,L,0,EU,6,3,940,00
662,1999,1,642,17,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1642001700,,1462093094,Z,1,L,0,EU,6,3,950,00
663,663,1,642,23,0,A,B,Q,1,right,dwelling,,,,N,,N,,1642002300,,1461923788,Z,1,L,0,EU,6,3,960,00
664,1634,1,642,26,0,A,B,Q,1,right,dwelling,,,,N,,N,,1642002600,,1461687322,Z,1,L,0,EU,6,3,970,00
665,1833,1,642,31,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1642003100,,1462047348,Z,1,L,0,EU,6,3,980,00
666,2147,1,642,39,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1642003900,,1462047568,Z,1,L,0,EU,6,3,990,00
667,2156,1,642,40,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1642004000,,1461687334,Z,1,L,0,EU,6,3,1000,00
668,668,1,642,45,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1642004500,,1462047332,Z,1,L,0,EU,6,3,1010,00
669,669,1,642,53,0,A,B,Q,1,right,dwelling,,,,N,,N,,1642005300,,1462047778,Z,1,L,0,EU,6,3,1030,00
670,670,1,642,61,0,A,B,Q,1,right,dwelling,,,,N,,N,,1642006100,,1462047330,Z,1,L,0,EU,6,3,1040,00
671,1960,1,658,51,0,A,B,Q,1,right,dwelling,,,,N,,N,,1658005100,,1461976196,Z,1,L,0,EU,6,3,10,00
672,672,1,658,61,0,A,B,Q,1,right,dwelling,,,,N,,N,,1658006100,,1462087472,Z,1,L,0,EU,6,3,20,00
673,1617,1,658,69,0,A,B,Q,1,right,dwelling,,,,N,,N,,1658006900,,1480542690,Z,1,L,0,EU,6,3,30,00
674,2296,1,678,8,0,A,W,Q,1,next to garage,dwelling,,,,N,,N,,1678000800,,1461900880,Z,1,L,0,EU,6,5,1010,00
675,675,1,678,9,0,A,B,Q,1,right,dwelling,,,,N,,N,,1678000900,,1548159674,Z,1,L,0,EU,6,5,1020,00
676,1994,1,678,20,0,A,B,Q,1,in rear,dwelling,,,,N,,N,,1678002000,,1461888862,Z,1,L,0,EU,6,5,1030,00
677,1390,1,678,30,0,A,B,Q,1,left of front door,dwelling,,,,N,,N,,1678003000,,1461892332,Z,1,L,0,EU,6,5,1040,00
678,678,1,678,42,0,A,B,Q,1,left side,dwelling,,,,N,,N,,1678004200,,1461898770,Z,1,L,0,EU,6,5,1050,00
679,1421,1,678,52,0,A,B,Q,1,frnt window on porch,dwelling,,,,N,,N,,1678005200,,1461891248,Z,1,L,0,EU,6,5,1060,00
680,1744,1,678,59,0,A,B,Q,1,right,dwelling,,,,N,,N,,1678005900,,1461895036,Z,1,L,0,EU,6,5,1070,00
681,681,1,678,66,0,A,B,Q,1,front left side,dwelling,,,,N,,N,,1678006600,,1461896620,Z,1,L,0,EU,6,5,1080,00
682,1899,1,679,12,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1679001200,,1462045908,Z,1,L,0,EU,6,2,1010,00
683,683,1,679,22,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1679002200,,1462013164,Z,1,L,0,EU,6,2,1020,00
684,684,1,679,28,0,A,W,Q,1,right,dwelling,,,,N,,N,,1679002800,,1462013474,Z,1,L,0,EU,6,2,1030,00
685,1377,1,679,33,0,A,W,Q,1,front left,dwelling,,,,N,,N,,1679003300,,1462043784,Z,1,L,0,EU,6,2,1040,00
686,686,1,679,38,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1679003800,,1461924330,Z,1,L,0,EU,6,2,1050,00
687,2197,1,679,49,0,A,W,Q,1,left,dwelling,,,,N,,N,,1679004900,,1462013470,Z,1,L,0,EU,6,2,1060,00
688,688,1,679,52,0,A,W,Q,1,front right,dwelling,,,,N,,N,,1679005200,,1461992148,Z,1,L,0,EU,6,2,1070,00
689,1977,1,679,62,0,A,W,Q,1,front right,dwelling,,,,N,,N,,1679006200,,1480542468,Z,1,L,0,EU,6,2,1080,00
690,1668,1,679,63,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1679006300,,1462000586,Z,1,L,0,EU,6,2,1090,00
691,691,1,679,68,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1679006800,,1462017988,Z,1,L,0,EU,6,2,1100,00
692,1805,1,696,19,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1696001900,,1461904424,Z,1,L,0,EU,6,1,450,00
693,693,1,696,27,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1696002700,,1461901860,Z,1,L,0,EU,6,1,460,00
694,694,1,696,35,0,A,B,Q,1,left,dwelling,,,,N,,N,,1696003500,,1461917730,Z,1,L,0,EU,6,1,470,00
695,695,1,696,41,0,A,B,Q,1,right,dwelling,,,,N,,N,,1696004100,,1461904426,Z,1,L,0,EU,6,1,480,00
696,1906,1,696,47,0,A,B,Q,1,left in bush,dwelling,,,,N,,N,,1696004700,,1461979858,Z,1,L,0,EU,6,1,490,00
697,697,1,696,51,0,A,B,Q,1,left on porch,dwelling,,,,N,,N,,1696005100,,1461963334,Z,1,L,0,EU,6,1,500,00
698,698,1,696,55,0,A,B,Q,1,left side,dwelling,,,,N,,N,,1696005500,,1461977594,Z,1,L,0,EU,6,1,510,00
699,1305,1,706,7,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1706000700,,1461897622,Z,1,L,0,EU,6,1,990,00
700,700,1,706,20,0,A,B,Q,1,left side,dwelling,,,,N,,N,Leave cards or hangers on door near garage.  3/04,1706002000,,1461913562,Z,1,L,0,EU,6,1,1000,00
701,701,1,706,21,0,A,B,Q,1,lfront left,dwelling,,,,N,,N,,1706002100,,1461876848,Z,1,L,0,EU,6,1,1010,00
702,1522,1,706,28,0,A,B,Q,1,,dwelling,,,,N,,N,,1706002800,,1462094908,Z,1,L,0,EU,6,1,1020,00
703,703,1,706,30,0,A,B,Q,1,left side,dwelling,,,,N,,N,,1706003000,,1461887112,Z,1,L,0,EU,6,1,1030,00
704,704,1,706,31,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1706003100,,1461887116,Z,1,L,0,EU,6,1,1040,00
705,705,1,706,38,0,A,B,Q,1,left side,dwelling,,,,N,,N,,1706003800,,1461886996,Z,1,L,0,EU,6,1,1050,00
706,2214,1,706,39,0,A,B,Q,1,left near gas meter,dwelling,,,,N,,N,,1706003900,,1461942270,Z,1,L,0,EU,6,1,1060,00
707,707,1,706,40,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1706004000,,1461918762,Z,1,L,0,EU,6,1,1070,00
708,1567,1,706,48,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1706004800,,1461888056,Z,1,L,0,EU,6,1,1080,00
709,709,1,706,49,0,A,B,Q,1,"""L"" corner front",dwelling,,,,N,,N,,1706004900,,1461950044,Z,1,L,0,EU,6,1,1090,00
710,1381,1,706,60,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1706006000,,1461892112,Z,1,L,0,EU,6,1,1100,00
711,711,1,706,72,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1706007200,,1461918198,Z,1,L,0,EU,6,1,1110,00
712,712,1,706,110,0,A,W,Q,1,front,dwelling,,,,N,,N,,1706011000,,1461918658,Z,1,L,0,EU,6,1,1120,00
713,1598,1,706,121,0,A,W,Q,1,front left,dwelling,,,,N,,N,,1706012100,,1461982156,Z,1,L,0,EU,6,1,1130,00
714,2332,1,706,153,0,A,B,Q,1,inside,dwelling,,,,N,,N,,1706015300,,1461977600,Z,1,L,0,EU,6,1,1170,00
715,715,1,706,154,0,A,W,Q,3,front right,dwelling,,,,N,,N,,1706015400,,1461898240,Z,1,L,0,EU,6,1,1180,00
716,2048,1,706,200,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1706020000,,1461878216,Z,1,L,0,EU,6,1,1200,00
717,1769,1,706,208,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1706020800,,1461876858,Z,1,L,0,EU,6,1,1210,00
718,2322,1,706,213,0,A,B,Q,1,left,dwelling,,,,N,,N,,1706021300,,1481912644,Z,1,L,0,EU,6,1,1220,00
719,1800,1,706,225,0,A,B,Q,1,left,dwelling,,,,N,,N,,1706022500,,1461965648,Z,1,L,0,EU,6,1,1230,00
720,2330,1,706,263,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1706026300,,1461968226,Z,1,L,0,EU,6,1,1260,00
721,2189,1,706,277,0,A,B,Q,1,left corner front,dwelling,,,,N,,N,,1706027700,,1461979160,Z,1,L,0,EU,6,1,1270,00
722,722,1,714,5,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1714000500,,1461876852,Z,1,L,0,EU,6,1,1620,00
723,2288,1,714,19,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1714001900,,1461897896,Z,1,L,0,EU,6,1,1630,00
724,2208,1,714,20,0,A,B,Q,1,left,dwelling,,,,N,,N,,1714002000,,1461905250,Z,1,L,0,EU,6,1,1640,00
725,725,1,714,31,0,A,B,Q,1,rt of front door,dwelling,,,,N,,N,,1714003100,,1461897290,Z,1,L,0,EU,6,1,1650,00
726,1345,1,714,34,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1714003400,,1461872564,Z,1,L,0,EU,6,1,1660,00
727,727,1,720,60,0,A,B,Q,1,left,dwelling,,,,N,,N,,1720006000,,1462090308,Z,1,L,0,EU,6,4,1020,00
728,728,1,740,20,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1740002000,,1462011378,Z,1,L,0,EU,6,2,1570,00
729,729,1,740,21,0,A,B,Q,1,left side,dwelling,,,,N,,N,,1740002100,,1462003246,Z,1,L,0,EU,6,2,1580,00
730,2163,1,740,28,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1740002800,,1462003248,Z,1,L,0,EU,6,2,1590,00
731,1486,1,740,38,0,A,B,Q,1,right,dwelling,,,,N,,N,,1740003800,,1462043692,Z,1,L,0,EU,6,2,1600,00
732,1300,1,740,45,0,A,B,Q,1,right,dwelling,,,,N,,N,,1740004500,,1461994790,Z,1,L,0,EU,6,2,1610,00
733,1271,1,740,56,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1740005600,,1461994226,Z,1,L,0,EU,6,2,1620,00
734,2115,1,740,59,0,A,B,Q,1,left side,dwelling,,,,N,,N,,1740005900,,1462040426,Z,1,L,0,EU,6,2,1630,00
735,735,1,740,73,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1740007300,,1462011510,Z,1,L,0,EU,6,2,1640,00
736,1918,1,740,76,0,A,B,Q,1,front righjt,dwelling,,,,N,,N,,1740007600,,1462011110,Z,1,L,0,EU,6,2,1650,00
737,1902,1,740,84,0,A,B,Q,1,left,dwelling,,,,N,,N,,1740008400,,1461971468,Z,1,L,0,EU,6,2,1660,00
738,738,1,740,85,0,A,B,Q,1,left,dwelling,,,,N,,N,,1740008500,,1462011588,Z,1,L,0,EU,6,2,1670,00
739,2278,1,740,95,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1740009500,,1462047918,Z,1,L,0,EU,6,2,1680,00
740,740,1,740,96,0,A,B,Q,1,right,dwelling,,,,N,,N,,1740009600,,1461961054,Z,1,L,0,EU,6,2,1690,00
741,741,1,740,105,0,A,B,Q,1,right,dwelling,,,,N,,N,,1740010500,,1462011582,Z,1,L,0,EU,6,2,1700,00
742,1608,1,740,106,0,A,B,Q,1,right,dwelling,,,,N,,N,,1740010600,,1461962112,Z,1,L,0,EU,6,2,1710,00
743,743,1,740,113,0,A,B,Q,1,left,dwelling,,,,N,,N,,1740011300,,1461993690,Z,1,L,0,EU,6,2,1720,00
744,744,1,740,114,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1740011400,,1462011512,Z,1,L,0,EU,6,2,1730,00
745,2159,1,758,25,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1758002500,,1461907252,Z,1,L,0,EU,6,5,1090,00
746,746,1,758,32,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1758003200,,1461906688,Z,1,L,0,EU,6,5,1100,00
747,747,1,758,45,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1758004500,,1548150128,Z,1,L,0,EU,6,5,1110,00
748,1265,1,758,54,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1758005400,,1461906692,Z,1,L,0,EU,6,5,1120,00
749,749,1,758,81,0,A,B,Q,1,right,dwelling,,,,N,,N,,1758008100,,1461907250,Z,1,L,0,EU,6,5,1130,00
750,2265,1,758,82,0,A,B,Q,1,in back,dwelling,,,,N,,N,,1758008200,,1462020624,Z,1,L,0,EU,6,5,1140,00
751,1823,1,758,94,0,A,B,Q,1,left,dwelling,,,,N,,N,,1758009400,,1461982362,Z,1,L,0,EU,6,5,1150,00
752,2337,1,758,106,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1758010600,,1461885846,Z,1,L,0,EU,6,5,1160,00
753,1329,1,758,107,0,A,B,Q,1,left,dwelling,,,,N,,N,,1758010700,,1461907248,Z,1,L,0,EU,6,5,1170,00
754,1249,1,758,116,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1758011600,,1548157218,Z,1,L,0,EU,6,5,1180,00
755,2256,1,758,121,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1758012100,,1461919808,Z,1,L,0,EU,6,5,1190,00
756,756,1,758,124,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1758012400,,1461898246,Z,1,L,0,EU,6,5,1200,00
757,1627,1,758,132,0,A,B,Q,1,left of front door,dwelling,,,,N,,N,,1758013200,,1480544358,Z,1,L,0,EU,6,5,1210,00
758,1944,1,758,135,0,A,B,Q,1,driveway,dwelling,,,,N,,N,,1758013500,,1461910850,Z,1,L,0,EU,6,5,1220,00
759,1806,1,758,142,0,A,B,Q,1,right,dwelling,,,,N,,N,,1758014200,,1461897088,Z,1,L,0,EU,6,5,1230,00
760,760,1,758,150,0,A,B,Q,1,left,dwelling,,,,N,,N,,1758015000,,1461918182,Z,1,L,0,EU,6,5,1240,00
761,1909,1,758,158,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1758015800,,1461898540,Z,1,L,0,EU,6,5,1250,00
762,762,1,758,161,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1758016100,,1461882912,Z,1,L,0,EU,6,5,1260,00
763,763,1,778,7,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1778000700,,1462001352,Z,1,L,0,EU,6,1,520,00
764,764,1,778,12,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1778001200,,1461981192,Z,1,L,0,EU,6,1,530,00
765,765,1,778,17,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1778001700,,1462040192,Z,1,L,0,EU,6,1,540,00
766,1350,1,778,20,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1778002000,,1461977676,Z,1,L,0,EU,6,1,550,00
767,767,1,778,25,0,A,B,Q,1,front left,dwelling,,,,N,,N,,1778002500,,1462002404,Z,1,L,0,EU,6,1,560,00
768,768,1,778,28,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1778002800,,1461970122,Z,1,L,0,EU,6,1,570,00
769,1221,1,778,33,0,A,B,Q,1,right,dwelling,,,,N,,N,,1778003300,,1461977786,Z,1,L,0,EU,6,1,580,00
770,2132,1,778,36,0,A,B,Q,1,right side,dwelling,,,,N,,N,,1778003600,,1462026542,Z,1,L,0,EU,6,1,590,00
771,771,1,778,43,0,A,B,Q,1,left,dwelling,,,,N,,N,,1778004300,,1461977670,Z,1,L,0,EU,6,1,600,00
772,772,1,778,50,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1778005000,,1461982474,Z,1,L,0,EU,6,1,610,00
773,773,1,778,53,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1778005300,,1461981196,Z,1,L,0,EU,6,1,620,00
774,2054,1,778,60,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1778006000,,1461975666,Z,1,L,0,EU,6,1,630,00
775,2040,1,778,63,0,A,B,Q,1,front right,dwelling,,,,N,,N,,1778006300,,1462042408,Z,1,L,0,EU,6,1,640,00
776,1869,1,778,70,0,A,B,Q,1,right,dwelling,,,,N,,N,,1778007000,,1461998576,Z,1,L,0,EU,6,1,650,00
777,1455,1,778,73,0,A,B,Q,1,left,dwelling,,,,N,,N,,1778007300,,1461891230,Z,1,L,0,EU,6,1,660,00
778,2213,1,778,78,0,A,B,Q,1,right front,dwelling,,,,N,,N,,1778007800,,1462069294,Z,1,L,0,EU,6,1,670,00
779,779,1,778,81,0,A,B,Q,1,next to garage,dwelling,,,,N,,N,,1778008100,,1462001354,Z,1,L,0,EU,6,1,680,00
780,1943,1,778,84,0,A,B,Q,1,left front,dwelling,,,,N,,N,,1778008400,,1461908566,Z,1,L,0,EU,6,1,690,00
781,781,1,778,91,0,A,B,Q,1,left,dwelling,,,,N,,N,,1778009100,,1461977784,Z,1,L,0,EU,6,1,700,00
