BACK TAX CODE,LIST NO,YEAR,TYPE,NAME,SECOND NAME,ADDRESS 1,ADDRESS 2,CITY,STATE,ZIP5,ZIP4,TOTAL TAX DUE,1ST PMT DUE,2ND PMT DUE,GROSS ASSESSMENT,TOTAL EXEMPTION,NET ASSESSMENT,LOCATION #,LOCATION NAME,PROPERTY DESC1,PROPERTY DESC2,DISTRICT,MILL RATE,TOWN NO.,C OF C TEXT,C OF C NO,C OF C DATE,TAX BASE BEFORE,MILL RATE BEFORE,USER MESSAGE,OCR SCAN LINE,EDP TEXT,EDP AMOUNT,TOTAL DUE 3RD,TOTAL DUE 4TH,CITY TAX DUE,CITY MILL RATE,FIRE TAX DUE,FIRE MILL RATE,BAR CODE
"",405180,2012,"P","LENARD ENGINEERING","","140 WILLOW ST SUITE 7 & 8","","WINSTED","CT","06098","0000",1452.06,726.03,726.03,46540,0,46540,"    140","WILLOW ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124051807000145206900007260343,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*405180P2012*
"",420963,2012,"P","LEVINE AUTO & PAINT INC","","120 WILLOW ST","","WINSTED","CT","06098","0000",359.74,179.87,179.87,11530,0,11530,"    120","WILLOW ST","Furniture-Data Processing Eqip-Supplies-All Others","",0,31.200,162,"",0,,0,0,"",16220120124209637000035974500001798796,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420963P2012*
"BT",420511,2012,"P","LIBERTY THREADS NA INC","","PO BOX 719","","WINSTED","CT","06098","0000",5735.82,2867.91,2867.91,539970,356130,183840,"  41-43","MEADOW ST","Machinery-New Mfg. Equip-Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220121024205114000573582400028679195,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420511P2012*
"BT",402600,2012,"P","LIPPINCOTT ROBERT W INC","DBA LIPPINCOTT VAN LINES","P O BOX 716","","WINSTED","CT","06098","0000",1511.02,755.51,755.51,48430,0,48430,"    171","ROWLEY ST","Machinery-Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220121024026007000151102100007555122,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402600P2012*
"",420957,2012,"P","LITCHFIELD COUNTY LANDSCAPING","","241 TORRINGFORD ST","","WINSTED","CT","06098","0000",158.18,79.09,79.09,5570,500,5070,"    241","TORRINGFORD ST","Furniture-Data Processing Eqip-Supplies-Mechanic's Tools","",0,31.200,162,"",0,,0,0,"",16220120124209579000015818800000790950,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420957P2012*
"",420910,2012,"P","LITCHFIELD HILLS AUTO GLASS LLC","","137 MOORE AVE","","WINSTED","CT","06098","0000",69.89,69.89,0.00,2740,500,2240,"    137","MOORE AVE","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124209108000006989800000698989,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420910P2012*
"",421092,2012,"P","LUDWIG HEATING & A/C","C/O BENJAMIN LUDWIG","114 TORRINGTON RD","","WINSTED","CT","06098","0000",6.24,6.24,0.00,200,0,200,"","","Mechanic's Tools","",0,31.200,162,"",0,,0,0,"",16220120124210924000000624700000062478,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421092P2012*
"",420800,2012,"P","M & J SHEET METAL LLC","C/O FERN GLENN","41 MEADOW ST","","WINSTED","CT","06098","0000",181.58,90.79,90.79,5820,0,5820,"     41","MEADOW ST","Furniture-Mechanic's Tools-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124208001000018158600000907952,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420800P2012*
"",402655,2012,"P","MAC-GRAY SERVICES INC","","404 WYMAN ST SUITE 400","TAX DEPARTMENT","WALTHAM","MA","02451","1264",480.48,240.24,240.24,15400,0,15400,"","","Machinery","",0,31.200,162,"",0,,0,0,"",16220120124026551000048048300002402426,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402655P2012*
"",421037,2012,"P","MACQUARIE EQUIPMENT FINANCE LLC","& SUBSID","2285 FRANKLIN RD","","BLOOMFIELD HILLS","MI","48302","0000",132.92,66.46,66.46,4260,0,4260,"    103","RIVERTON RD","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124210379000013292800000664645,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421037P2012*
"",420885,2012,"P","MAILFINANCE INC","","478 WHEELERS FARMS RD","TAX DEPT","MILFORD","CT","06461","0000",277.06,138.53,138.53,8880,0,8880,"","VARIOUS","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124208852000027706100001385377,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420885P2012*
"",401934,2012,"P","MALONEY FUNERAL HOME INC","C/O JERRY HAMILTON","55 WALNUT ST","","WINSTED","CT","06098","0000",108.58,54.29,54.29,5730,2250,3480,"     55","WALNUT ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124019341000010858900000542968,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401934P2012*
"",420926,2012,"P","MARCHELL HENRY REAL ESTATE","","936 MAIN ST","","WINSTED","CT","06098","0000",23.09,23.09,0.00,740,0,740,"","","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124209264000002309300000230936,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420926P2012*
"",402750,2012,"P","MARCHI MEMORIAL","C/O MARCHI GLORIA","115 WILLOW ST","","WINSTED","CT","06098","0000",19.97,19.97,0.00,640,0,640,"    115","WILLOW ST","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124027500000001997600000199767,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402750P2012*
"",420231,2012,"P","MARINO ELLEN C ATTY AT LAW","C/O MARINO ELLEN C","P O BOX 429","","WINSTED","CT","06098","0000",107.34,53.67,53.67,3440,0,3440,"    596","MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124202319000010734200000536786,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420231P2012*
"",420161,2012,"P","MARIO'S TUSCANY GRILL & BAR","","560 MAIN ST","","WINSTED","CT","06098","0000",3513.44,1756.72,1756.72,112610,0,112610,"    560","MAIN ST","Furniture-Data Processing Eqip-Supplies-All Others","",0,31.200,162,"",0,,0,0,"",16220120124201618000351344700017567258,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420161P2012*
"",420609,2012,"P","MARLIN LEASING","C/O PROPERTY TAX DEPT","P O BOX 5481","","MT LAUREL","NJ","08054","0000",934.14,467.07,467.07,29940,0,29940,"","","Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124206096000093414100004670768,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420609P2012*
"",402790,2012,"P","MAROLDA THEODORE F DDS","","16 HINSDALE AVENUE","","WINSTED","CT","06098","0000",1016.82,508.41,508.41,32590,0,32590,"     16","HINSDALE AVE","Furniture-Data Processing Eqip-All Others","",0,31.200,162,"",0,,0,0,"",16220120124027906000101682300005084166,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402790P2012*
"",420276,2012,"P","MARY STEVENS REALTY","","129 SOUTH RD","","WINSTED","CT","06098","0000",4.37,4.37,0.00,140,0,140,"    129","SOUTH RD","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124202764000000437400000043746,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420276P2012*
"",421093,2012,"P","MATRIX FINANCIAL SERVICES INC","C/O JOHN & MARTHA SCHWAIKERT","61 HILLSIDE AVE","","WINSTED","CT","06098","0000",22.15,22.15,0.00,710,0,710,"","","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124210932000002215200000221525,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421093P2012*
"",420941,2012,"P","MB FINANCIAL BANK NA","C/O ADVANCE PROPERTY TAX COMPLIANCE","1611 N INTERSTATE 35E, SUITE 428","","CARROLLTON","TX","75006","8627",6.24,6.24,0.00,200,0,200,"     10","HINSDALE AVE","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124209413000000624700000062475,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420941P2012*
"",420682,2012,"P","MCDONALD'S","C/O QS MANAGEMENT","PO BOX 159","","ROCKY HILL","CT","06067","0159",6119.88,3059.94,3059.94,196150,0,196150,"      7","MAIN ST","Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124206823000611988700030599469,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420682P2012*
"BT",420969,2012,"P","MCGRANES RESTAURANT","C/O TIMOTHY MCGRANE","37 PARK PLACE","","WINSTED","CT","06098","0000",438.68,219.34,219.34,14060,0,14060,"     37","PARK PLACE","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220121024209694000043868900002193457,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420969P2012*
"",402820,2012,"P","MCKENNA ORTHODONTIC PC","","10 HINSDALE AVENUE","","WINSTED","CT","06098","0000",1037.10,518.55,518.55,33240,0,33240,"     10","HINSDALE AVE","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124028201000103710000005185552,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402820P2012*
"",421094,2012,"P","METRO PCS","","100 CONGRESS AVE., SUITE 1900","","AUSTIN","TX","78701","0000",1009.94,504.97,504.97,32370,0,32370,"    115","SPENCER ST","TELECOMMUNICATIONS","",0,31.200,162,"",0,,0,0,"",16220120124210940000100994300005049772,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421094P2012*
"",421039,2012,"P","METROPCS","","100 CONGRESS AVE STE 1900","","AUSTIN","TX","78701","0000",1009.94,504.97,504.97,32370,0,32370,"     15","OAKDALE AVE","TELECOMMUNICATIONS","",0,31.200,162,"",0,,0,0,"",16220120124210395000100994300005049779,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421039P2012*
"",421034,2012,"P","MIRACLE GEAR TECHNOLOGIES INC","","120 COLEBROOK RIVER RD","","WINSTED","CT","06098","0000",105.14,52.57,52.57,146110,142740,3370,"","","New Mfg. Equip-Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124210346000010514800000525710,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421034P2012*
"",421033,2012,"P","MIRACLE INDUSTRIES INC","","120 COLEBROOK RIVER RD","","WINSTED","CT","06098","0000",6.24,6.24,0.00,7560,7360,200,"    120","COLEBROOK","New Mfg. Equip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124210338000000624700000062471,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421033P2012*
"",421095,2012,"P","MODULAR SPACE CORP","","1200 SWEDESFORD RD","","BERWYN","PA","19312","0000",69.26,69.26,0.00,2220,0,2220,"","","All Others","",0,31.200,162,"",0,,0,0,"",16220120124210957000006926000000692602,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421095P2012*
"",404488,2012,"P","MONACO'S RESTURANTE INC","","380 MAIN ST","","WINSTED","CT","06098","0000",429.00,214.50,214.50,13750,0,13750,"    380","MAIN STREET","Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124044885000042900100002145029,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*404488P2012*
"",420756,2012,"P","MONAHAN CHANA M","DBA GREENHOUSE GRAPHICS LLC","203 DANBURY QRT RD","","WINSTED","CT","06098","0000",40.25,40.25,0.00,1290,0,1290,"    203","DANBURY QRT RD","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124207565000004025300000402536,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420756P2012*
"",420083,2012,"P","MONRO MUFFLER BRAKE INC","C/O BADEN TAX MGMT LLC","6920 PTE INVERNESS WAY STE 301","","FORT WAYNE","IN","46804","0000",1066.42,533.21,533.21,34180,0,34180,"    200","NEW HARTFORD RD","Furniture-Data Processing Eqip-Supplies-All Others","",0,31.200,162,"",0,,0,0,"",16220120124200834000106642200005332162,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420083P2012*
"",403710,2012,"P","MONTANO SHEA FUNERAL HOME","","PO BOX 228","","NEW HARTFORD","CT","06057","0000",351.00,175.50,175.50,11250,0,11250,"    922","MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124037103000035100700001755055,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*403710P2012*
"",402920,2012,"P","MOORE & ALVORD INS AGENCY INC","","690 MAIN STREET","","WINSTED","CT","06098","0000",405.30,202.65,202.65,12990,0,12990,"    690","MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124029209000040530800002026558,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402920P2012*
"",420996,2012,"P","MORSEL MUNK LLC","C/O BRIGITTE ROULEAU","70 SOUTH MAIN ST SUITE 2","","WINSTED","CT","06098","0000",273.94,136.97,136.97,8780,0,8780,"     70","S MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124209967000027394600001369786,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420996P2012*
"",420091,2012,"P","MOUNTAIN TOP TRUCKING","","179 COLEBROOK RIVER RD","","WINSTED","CT","06098","0000",16.22,16.22,0.00,53020,52500,520,"    179","COLEBROOK RIVER RD","New Mfg. Equip-Furniture-Mechanic's Tools","",0,31.200,162,"",0,,0,0,"",16220120124200917000001622000000162204,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420091P2012*
"",403960,2012,"P","MRC BEARINGS","","149 COLEBROOK RIVER RD","","WINSTED","CT","06098","0000",19215.46,9607.73,9607.73,2065430,1449550,615880,"    149","COLEBROOK RIVER RD","Non-Reg Motor Vehicl-Machinery-New Mfg. Equip-Furniture","",0,31.200,162,"",0,,0,0,"",16220120124039604001921546600096077307,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*403960P2012*
"",402940,2012,"P","MT CLAIRE WATER","","160 PERKINS STREET","","TORRINGTON","CT","06790","0000",24.96,24.96,0.00,800,0,800,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124029407000002496800000249683,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*402940P2012*
"",420697,2012,"P","NARRAGANSETT SCREW CO","","119 ROWLEY ST","","WINSTED","CT","06098","0000",2316.60,1158.30,1158.30,74250,0,74250,"    119","ROWLEY ST","Machinery","",0,31.200,162,"",0,,0,0,"",16220120124206971000231660200011583029,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420697P2012*
"",420884,2012,"P","NEOPOST USA INC","","478 WHEELERS FARMS RD","TAX DEPT","MILFORD","CT","06461","0000",24.02,24.02,0.00,770,0,770,"","","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124208845000002402600000240261,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420884P2012*
"",400760,2012,"P","NERO ALAN","DBA GILSON CAFE & CINEMA","P O BOX 1052","","WINSTED","CT","06098","0000",866.42,433.21,433.21,27770,0,27770,"    354","MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124007601000086642600004332190,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*400760P2012*
"",421096,2012,"P","NESHKO'S PLUMBING & DRAIN SERVICE","LLC C/O RAYMOND NESHKO","234 WALNUT ST","","WINSTED","CT","06098","0000",73.32,73.32,0.00,2850,500,2350,"","","Mechanic's Tools-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124210965000007332000000733207,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421096P2012*
"",401810,2012,"P","NESTLE WATERS NORTH AMERICA INC","DBA POLAND SPRINGS","C/O THOMSON REUTERS","PO BOX 4900- DEPT 170","SCOTTSDALE","AZ","85261","4900",68.33,68.33,0.00,2190,0,2190,"    338","MAIN ST","All Others","",0,31.200,162,"",0,,0,0,"",16220120124018103000006833800000683387,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401810P2012*
"",421097,2012,"P","NEWBERRY INSURANCE AGENCY INC","DBA TANGARONE & PRELLI INS","1760 ELLINGTON ROAD","","SOUTH WINDSOR","CT","06074","0000",83.93,83.93,0.00,2690,0,2690,"","","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124210973000008393100000839315,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421097P2012*
"",420985,2012,"P","NEXTEL COMM OF THE MID-ATLANTIC","SPRINT NEXTEL WIRELESS","P O BOX 7911","","OVERLAND PARK","KS","66207","0911",694.52,347.26,347.26,22260,0,22260,"","","TELECOMMUNICATIONS-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124209850000069452100003472604,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420985P2012*
"BT",420436,2012,"P","NOLI'S RESTAURANT","C/O SHAZIMAN RAMADANI","183 MAIN ST","","WINSTED","CT","06098","0000",240.56,120.28,120.28,7710,0,7710,"    183","MAIN ST","Furniture-Supplies-Penalty","",0,31.200,162,"",0,,0,0,"",16220121024204364000024056400001202877,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420436P2012*
"",420564,2012,"P","NORMAND WINE & SPIRIT SHOPPE","C/O PURSOTTAM PATEL","361 N MAIN ST","","WINSTED","CT","06098","1229",664.26,332.13,332.13,21290,0,21290,"    361","NORTH MAIN ST","Machinery-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124205643000066426800003321303,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420564P2012*
"",420673,2012,"P","NORTHEAST ADVENTURE LLC","C/O LAZARUS JOHN","162 SPENCER HILL RD","","WINSTED","CT","06098","0000",1498.10,749.05,749.05,48016,0,48016,"    162","SPENCER HILL RD","Non-Reg Motor Vehicl-Machinery-Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124206732000149810400007490515,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420673P2012*
"",404493,2012,"P","NORTHEAST FARRIER SUPPLY","C/O CLARK WILLIAM","210 HOLABIRD AVE","","WINSTED","CT","06098","0000",20.90,20.90,0.00,670,0,670,"    210","HOLABIRD AVE","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124044935000002090900000209090,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*404493P2012*
"",420696,2012,"P","NORTHERN LEASING SYSTEMS INC","","2121 SW BROADWAY STE 200","","PORTLAND","OR","97201","0000",26.83,26.83,0.00,860,0,860,"","VARIOUS","Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124206963000002683100000268316,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420696P2012*
"",401924,2012,"P","NORTHWEST BUSINESS SYSTEMS INC","","286 MAIN ST","","WINSTED","CT","06098","0000",167.54,83.77,83.77,5370,0,5370,"    286","MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124019242000016754400000837742,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*401924P2012*
"",403080,2012,"P","NORTHWEST COMMUNITY BANK","WEST END","86 MAIN STREET","","WINSTED","CT","06098","0000",5435.04,2717.52,2717.52,174200,0,174200,"    654","MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124030801000543504500027175283,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*403080P2012*
"",420136,2012,"P","NORTHWEST COMMUNITY BANK","","86 MAIN ST","","WINSTED","CT","06098","0000",14941.06,7470.53,7470.53,478880,0,478880,"     86","MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124201360001494106600074705375,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420136P2012*
"",421018,2012,"P","NORTHWEST DIVERSIFIED MACHINING LLC","","120 COLEBROOK RIVER RD","","WINSTED","CT","06098","0000",76.75,76.75,0.00,34740,32280,2460,"    120","COLEBROOK RIVER RD","Machinery-New Mfg. Equip-Furniture-Data Processing Eqip","",0,31.200,162,"",0,,0,0,"",16220120124210189000007675200000767526,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421018P2012*
"",404487,2012,"P","NORTHWEST GRAPHICS","C/O WOLFF MICHAEL","P O BOX 73","","PLEASANT VALLEY","CT","06063","0000",4.37,4.37,0.00,5240,5100,140,"     41","MEADOW ST","New Mfg. Equip-Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124044877000000437400000043748,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*404487P2012*
"BT",420964,2012,"P","NORTHWEST GYMNASTICS","C/O COPLEX SPORTS DOMAIN","147 TORRINGTON RD","","WINSTED","CT","06098","0000",405.92,202.96,202.96,13010,0,13010,"    147","TORRINGTON RD","Furniture-Data Processing Eqip-TELECOMMUNICATIONS-Supplies","",0,31.200,162,"",0,,0,0,"",16220121024209645000040592800002029605,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420964P2012*
"",420998,2012,"P","NORTHWEST SPORTING & SUPPLIES","","178 ROWLEY ST","","WINSTED","CT","06098","0000",92.04,92.04,0.00,2950,0,2950,"    178","ROWLEY ST","Furniture-Mechanic's Tools-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124209983000009204900000920497,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420998P2012*
"",403951,2012,"P","NORTHWEST VISION CENTER","C/O SAUNDERS SCOTT OD","140 WILLOW ST SUITE 1","","WINSTED","CT","06098","0000",235.56,117.78,117.78,7550,0,7550,"    140","WILLOW ST STE 1","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124039513000023556400001177888,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*403951P2012*
"",404477,2012,"P","NORTHWEST WATERSPORTS INC","C/O DONALD MAILLET","161 LAKE ST","","WINSTED","CT","06098","0000",58.97,58.97,0.00,1890,0,1890,"    161","LAKE ST","Furniture-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124044778000005897400000589742,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*404477P2012*
"",404489,2012,"P","NU-CONCEPTS HOME IMPROVEMENTS","","24 MOORE AVE","","WINSTED","CT","06098","0000",96.25,96.25,0.00,3085,0,3085,"     24","MOORE AVE","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124044893000009625500000962555,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*404489P2012*
"",420560,2012,"P","NUCO2 SUPPLY LLC","THOMSON REUTERS (PROPERTY TAX SER)","P O BOX 4900   DEPT 366","","SCOTTSDALE","AZ","85261","4900",15.60,15.60,0.00,500,0,500,"","CUMBERLAND FARMS-109 MAIN","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124205601000001560200000156029,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420560P2012*
"",421013,2012,"P","OCEAN GARDEN","","139 MAIN ST","","WINSTED","CT","06098","0000",405.60,202.80,202.80,13000,0,13000,"    139","MAIN ST","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124210130000040560500002028048,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421013P2012*
"",421056,2012,"P","OMNICARE INC","VALUE HEALTH CARE SERVICES","P O BOX 541032/GENERAL FIN-TAX","","CINCINNATI","OH","45254","0000",10.61,10.61,0.00,340,0,340,"","","All Others-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124210569000001061100000106113,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*421056P2012*
"",420903,2012,"P","ONION ELECTRIC LLC","","P O BOX 476","","WINSTED","CT","06098","0000",97.97,97.97,0.00,3140,0,3140,"","","Furniture-Penalty","",0,31.200,162,"",0,,0,0,"",16220120124209033000009797200000979727,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420903P2012*
"",420607,2012,"P","OUTDOOR ARTISTRY TAXIDERMY","C/O GLENN BARBER","351 N MAIN ST","","WINSTED","CT","06098","0000",18.10,18.10,0.00,580,0,580,"    351","N MAIN ST","Furniture-Supplies-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124206070000001810100000181016,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420607P2012*
"BT",420829,2012,"P","P & J CARUSO LLC","JOSEPH CARUSO","P O BOX 145","","WINCHESTER CENTER","CT","06094","0145",633.98,316.99,316.99,20320,0,20320,"    152","ASHLEY RD","Machinery-Supplies","",0,31.200,162,"",0,,0,0,"",16220121024208290000063398200003169928,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420829P2012*
"",403430,2012,"P","PAGANO MATTHEW N","","179 NORTH MAIN ST","","WINSTED","CT","06098","0000",77.06,77.06,0.00,2470,0,2470,"    179","NORTH MAIN ST","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124034308000007706500000770658,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*403430P2012*
"",406100,2012,"P","PAINES INC","C/O MICHAEL PAINE","54 FLOYDVILLE RD","","EAST GRANBY","CT","06026","0000",693.90,346.95,346.95,22240,0,22240,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124061004000069390300003469578,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*406100P2012*
"",403110,2012,"P","PARK PLACE HARDWARE","C/O PETRUNTI NICHOLAS","11 PARK PLACE","","WINSTED","CT","06098","0000",385.02,192.51,192.51,12340,0,12340,"     11","PARK PLACE","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124031106000038502100001925187,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*403110P2012*
"",420890,2012,"P","PATRIOT INDUSTRIAL PRODUCTS INC","","118-126 COLEBROOK RIVER RD","","WINSTED","CT","06098","0000",326.04,163.02,163.02,10450,0,10450,"    118","COLEBROOK RIVER RD","Non-Reg Motor Vehicl-Data Processing Eqip-Supplies-All Others","",0,31.200,162,"",0,,0,0,"",16220120124208902000032604100001630224,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420890P2012*
"",403160,2012,"P","PATTERSON PROPANE","","100 LINCOLN AVE","","TORRINGTON","CT","06790","0000",76.13,76.13,0.00,2440,0,2440,"","","All Others","",0,31.200,162,"",0,,0,0,"",16220120124031601000007613300000761333,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*403160P2012*
"",420514,2012,"P","PEOPLE'S UNITED BANK","CORP TAX DEPT","850 MAIN ST","","BRIDGEPORT","CT","06604","0000",1454.86,727.43,727.43,46630,0,46630,"    200","NEW HARTFORD RD","Furniture-Data Processing Eqip-Supplies","",0,31.200,162,"",0,,0,0,"",16220120124205148000145486700007274384,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420514P2012*
"",420828,2012,"P","PITNEY BOWES GLOBAL FIN SERV","ATTN: JOANNE AUGUST","5310 CYPRESS CENTER STE 110","","TAMPA","FL","33609","0000",815.26,407.63,407.63,26130,0,26130,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124208282000081526600004076357,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*420828P2012*
"",403260,2012,"P","PITNEY BOWES INC","","5310 CYPRESS CENTER DR STE 100","","TAMPA","FL","33609","0000",94.22,94.22,0.00,3020,0,3020,"","","Furniture","",0,31.200,162,"",0,,0,0,"",16220120124032609000009422700000942271,"",0,0.00,0.00,0.00,0.000,0.00,0.000,*403260P2012*
