"PROP   ","CARD#","1LTYPE","1CODE","1ACRES                           ","1SQFT                         ","1RATE                         ","1INFL","1PERC                           ","1VALUE                        ","2LTYPE","2CODE","2ACRES                           ","2SQFT                         ","2RATE                         ","2INFL","2PERC                           ","2VALUE                        ","3LTYPE","3CODE","3ACRES                           ","3SQFT                         ","3RATE                         ","3INFL","3PERC                           ","3VALUE                        ","4LTYPE","4CODE","4ACRES                           ","4SQFT                         ","4RATE                         ","4INFL","4PERC                           ","4VALUE                        ","TSEQ                          ","DLC        " 
"4180059","01","PRIM","11",                             .920,                              ,                        140000,"  ",                                ,                        140000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         18509,"19-Sep-2023" 
"4180060","01","PRIM","11",                             .920,                              ,                        140000,"  ",                                ,                        140000,"RES ","12",                             .050,                              ,                          7500,"  ",                                ,                           375,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         18510,"19-Sep-2023" 
"4180068","01","PRIM","11",                             .920,                              ,                        140000,"  ",                                ,                        140000,"RES ","12",                             .010,                              ,                          7500,"  ",                                ,                            75,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         18511,"19-Sep-2023" 
"4180074","01","PRIM","11",                             .900,                              ,                        140000,"  ",                                ,                        140000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         18512,"19-Sep-2023" 
"4190004","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .040,                              ,                          7500,"  ",                                ,                           300,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         12923,"27-Dec-1995" 
"4190005","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"22-Apr-1994" 
"4190008","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                                 ,                              ,                          7500,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"13-Feb-1995" 
"4190009","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .087,                              ,                          7500,"  ",                                ,                           653,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         10513,"22-Apr-1994" 
"4190014","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                          2985,"09-Sep-2004" 
"4190015","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .140,                              ,                          7500,"  ",                                ,                          1050,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"03-Sep-1992" 
"4190020","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                            1.660,                              ,                          7500,"  ",                             .50,                          6225,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                          5547,"19-Feb-2008" 
"4190021","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .120,                              ,                          7500,"  ",                                ,                           900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                          8519,"30-Jul-2008" 
"4190026","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                            1.880,                              ,                          7500,"  ",                                ,                         14100,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"03-Sep-1992" 
"4190027","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .310,                              ,                          7500,"  ",                                ,                          2325,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"03-Sep-1992" 
"4190036","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                            2.380,                              ,                          7500,"  ",                                ,                         17850,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"03-Sep-1992" 
"4190042","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .980,                              ,                          7500,"  ",                                ,                          7350,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"03-Sep-1992" 
"4190050","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                            1.780,                              ,                          7500,"  ",                             .50,                          6675,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                          9536,"09-Oct-2008" 
"4190053","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         11491,"11-Sep-2012" 
"4190054","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .230,                              ,                          7500,"  ",                                ,                          1725,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"03-Sep-1992" 
"4190057","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .040,                              ,                          7500,"  ",                                ,                           300,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"03-Sep-1992" 
"4190060","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                            2.040,                              ,                          7500,"  ",                                ,                         15300,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"03-Sep-1992" 
"4190063","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                            9.530,                              ,                          7500,"  ",                             .75,                         17869,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         19059,"14-May-2025" 
"4190067","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                            7.380,                              ,                          7500,"  ",                             .50,                         27675,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"03-Sep-1992" 
"4190068","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                            2.680,                              ,                          7500,"  ",                                ,                         20100,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"03-Sep-1992" 
"4190070","01","PRIM","11",                             .920,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                            2.158,                         94000,                          7500,"  ",                             .50,                          8093,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         15994,"26-Dec-2019" 
"4190072","01","PRIM","11",                            1.840,                         80200,                        135000,"  ",                                ,                        135000,"RES ","12",                            7.486,                        326100,                          7500,"  ",                             .75,                         14036,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         16058,"16-Mar-2020" 
"4200002","01","PRIM","11",                             .260,                              ,                        125000,"  ",                                ,                        125000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         16676,"19-Jun-2023" 
"4210002","01","PRIM","11",                             .280,                              ,                        100000,"  ",                                ,                        100000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         16678,"19-Jun-2023" 
"4210003","01","PRIM","11",                             .230,                              ,                        100000,"  ",                                ,                        100000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         23347,"16-Jun-1999" 
"4210008","01","PRIM","11",                             .340,                              ,                        100000,"  ",                                ,                        100000,"RES ","12",                             .390,                              ,                          7500,"  ",                                ,                          2925,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"4210011","01","PRIM","11",                             .340,                              ,                        100000,"  ",                                ,                        100000,"RES ","12",                             .060,                              ,                          7500,"  ",                                ,                           450,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"04-Sep-1992" 
"4210016","01","PRIM","11",                             .340,                              ,                        100000,"  ",                                ,                        100000,"RES ","12",                             .140,                              ,                          7500,"  ",                                ,                          1050,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"04-Sep-1992" 
"4210017","01","PRIM","11",                             .310,                              ,                        100000,"  ",                                ,                        100000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"04-Sep-1992" 
"4210018","01","PRIM","11",                             .250,                              ,                        100000,"  ",                                ,                        100000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"4210021","01","PRIM","11",                             .270,                              ,                        100000,"  ",                                ,                        100000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"04-Sep-1992" 
"4210022","01","PRIM","11",                             .340,                              ,                        100000,"  ",                                ,                        100000,"RES ","12",                             .160,                              ,                          7500,"  ",                                ,                          1200,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"04-Sep-1992" 
"4210023","01","PRIM","11",                             .290,                              ,                        100000,"  ",                                ,                        100000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"04-Sep-1992" 
"4210024","01","PRIM","11",                             .240,                              ,                        100000,"  ",                                ,                        100000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         23854,"30-Jul-1999" 
"4210026","01","PRIM","11",                             .230,                              ,                        100000,"  ",                                ,                        100000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         23381,"16-Jun-1999" 
"4210032","01","PRIM","11",                             .310,                              ,                        100000,"  ",                                ,                        100000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"04-Sep-1992" 
"4220007","01","PRIM","11",                             .920,                              ,                        150000,"  ",                                ,                        150000,"RES ","12",                             .040,                              ,                          7500,"  ",                                ,                           300,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"04-Sep-1992" 
"4220012","01","PRIM","11",                             .920,                              ,                        150000,"  ",                                ,                        150000,"RES ","12",                             .010,                              ,                          7500,"  ",                                ,                            75,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"04-Sep-1992" 
"4220015","01","PRIM","11",                             .920,                              ,                        150000,"  ",                                ,                        150000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"04-Sep-1992" 
"4220023","01","PRIM","11",                             .920,                              ,                        150000,"  ",                                ,                        150000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"04-Sep-1992" 
"4220029","01","RES ","12",                             .920,                              ,                          7500,"  ",                                ,                          6900,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         17236,"25-Jul-2023" 
"4220036","01","PRIM","11",                             .920,                              ,                        150000,"  ",                                ,                        150000,"RES ","12",                             .100,                              ,                          7500,"  ",                                ,                           750,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"26-Oct-1992" 
"4220055","01","RES ","12",                            4.090,                              ,                          7500,"  ",                                ,                         30675,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         17237,"25-Jul-2023" 
"4220060","01","RES ","12",                            2.330,                              ,                          7500,"  ",                                ,                         17475,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         17238,"25-Jul-2023" 
"4220073","01","PRIM","11",                             .920,                              ,                        150000,"  ",                                ,                        150000,"RES ","12",                             .030,                              ,                          7500,"  ",                                ,                           225,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"04-Sep-1992" 
"4240004","01","PRIM","11",                             .690,                              ,                        150000,"  ",                                ,                        150000,"RES ","12",                             .049,                              ,                          7500,"  ",                                ,                           368,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"27-Sep-1994" 
"4240006","01","PRIM","11",                             .690,                              ,                        150000,"  ",                                ,                        150000,"RES ","12",                             .065,                              ,                          7500,"  ",                                ,                           488,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"27-Sep-1994" 
"4240008","01","PRIM","11",                             .690,                              ,                        150000,"  ",                                ,                        150000,"RES ","12",                             .065,                              ,                          7500,"  ",                                ,                           488,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"27-Sep-1994" 
"4240010","01","PRIM","11",                             .690,                              ,                        150000,"  ",                                ,                        150000,"RES ","12",                             .974,                              ,                          7500,"  ",                                ,                          7305,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                          5594,"10-Mar-2008" 
"4240012","01","PRIM","11",                             .690,                              ,                        150000,"  ",                             .50,                         75000,"RES ","12",                            1.733,                              ,                          7500,"  ",                             .50,                          6499,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                         15258,"03-Aug-2018" 
"4250028","01","    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"           " 
"4260003","01","PRIM","11",                             .460,                              ,                        135000,"  ",                                ,                        135000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"08-Sep-1992" 
"4260004","01","PRIM","11",                             .410,                              ,                        135000,"  ",                                ,                        135000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"08-Sep-1992" 
"4260009","01","PRIM","11",                             .460,                              ,                        135000,"  ",                                ,                        135000,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"08-Sep-1992" 
"4260010","01","PRIM","11",                             .690,                              ,                        135000,"  ",                                ,                        135000,"RES ","12",                             .350,                              ,                          7500,"  ",                                ,                          2625,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,"    ","  ",                                 ,                              ,                              ,"  ",                                ,                              ,                              ,"08-Sep-1992" 
