"LIST ","DATE      ","TIME    ","TYPE","AMT1                            ","INT1                            ","AMT2                            ","INT2                            ","LIEN                            ","FEES                            ","DESC                    ","CERT#  ","SEQ    ","AGROSS                        ","BATCH","YR  " 
"50689","10-22-2021","        ","P ",                            0.00,                            0.00,                          220.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     28,                             0,"0152","2021" 
"50690","05-07-2021","        ","P ",                          250.00,                            7.50,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0358","2021" 
"50690","10-08-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    152,                             0,"0139","2021" 
"50691","05-07-2021","        ","P ",                          250.00,                            7.50,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0358","2021" 
"50691","10-08-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    153,                             0,"0139","2021" 
"50692","04-26-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     38,                             0,"0346","2021" 
"50692","10-18-2021","        ","P ",                            0.00,                            0.00,                          290.40,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     85,                             0,"0147","2021" 
"50693","04-08-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    113,                             0,"0328","2021" 
"50693","10-27-2021","        ","P ",                            0.00,                            0.00,                          176.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     28,                             0,"0155","2021" 
"50694","11-19-2021","        ","P ",                          250.00,                           30.00,                          201.56,                            6.05,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0175","2021" 
"50695","04-20-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    196,                             0,"0340","2021" 
"50695","10-05-2021","        ","P ",                            0.00,                            0.00,                          184.80,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     36,                             0,"0135","2021" 
"50696","04-16-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0338","2021" 
"50696","09-24-2021","        ","P ",                            0.00,                            0.00,                          255.20,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    100,                             0,"0121","2021" 
"50697","04-30-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    106,                             0,"0352","2021" 
"50697","10-29-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     59,                             0,"0159","2021" 
"50698","04-01-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    154,                             0,"0321","2021" 
"50698","10-12-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    190,                             0,"0142","2021" 
"50699","08-19-2021","        ","P ",                          250.00,                           18.75,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     73,                             0,"0094","2021" 
"50699","11-10-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            5.25,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0169","2021" 
"50700","04-30-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    163,                             0,"0352","2021" 
"50700","12-02-2021","        ","P ",                            0.00,                            0.00,                          250.00,                           11.25,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0183","2021" 
"50701","04-07-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0327","2021" 
"50701","09-30-2021","        ","P ",                            0.00,                            0.00,                          475.20,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0131","2021" 
"50702","03-31-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0320","2021" 
"50702","09-28-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0124","2021" 
"50703","03-25-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     43,                             0,"0315","2021" 
"50703","10-05-2021","        ","P ",                            0.00,                            0.00,                          237.60,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    155,                             0,"0135","2021" 
"50704","04-14-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    195,                             0,"0334","2021" 
"50704","11-03-2021","        ","P ",                            0.00,                            0.00,                          329.97,                           10.03,                            0.00,                            0.00,"PARTIAL PAYMENT         ",      0,     71,                             0,"0162","2021" 
"50704","11-15-2021","        ","P ",                            0.00,                            0.00,                            4.43,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     69,                             0,"0171","2021" 
"50705","04-01-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    194,                             0,"0321","2021" 
"50705","10-05-2021","        ","P ",                            0.00,                            0.00,                          422.40,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    178,                             0,"0135","2021" 
"50706","04-12-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     69,                             0,"0331","2021" 
"50706","10-05-2021","        ","P ",                            0.00,                            0.00,                          193.60,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     58,                             0,"0135","2021" 
"50707","04-15-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      3,                             0,"0336","2021" 
"50707","10-12-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     65,                             0,"0142","2021" 
"50708","04-12-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    128,                             0,"0331","2021" 
"50708","10-05-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    198,                             0,"0135","2021" 
"50709","04-27-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0344","2021" 
"50709","10-04-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0134","2021" 
"50710","04-05-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0323","2021" 
"50710","01-31-2022","        ","P ",                            0.00,                            0.00,                          492.80,                           29.57,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      1,                             0,"0249","2021" 
"50711","04-09-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     94,                             0,"0329","2021" 
"50711","10-07-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     81,                             0,"0138","2021" 
"50712","04-08-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     51,                             0,"0328","2021" 
"50712","09-30-2021","        ","P ",                            0.00,                            0.00,                          281.60,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0129","2021" 
"50713","04-30-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     66,                             0,"0352","2021" 
"50713","10-19-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     28,                             0,"0150","2021" 
"50714","04-12-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0332","2021" 
"50714","10-12-2021","        ","P ",                            0.00,                            0.00,                          184.80,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0141","2021" 
"50715","03-31-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0320","2021" 
"50715","10-15-2021","        ","P ",                            0.00,                            0.00,                          492.80,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0146","2021" 
"50716","04-01-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    190,                             0,"0321","2021" 
"50716","10-01-2021","        ","P ",                            0.00,                            0.00,                          250.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    104,                             0,"0132","2021" 
"50717","04-01-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    135,                             0,"0321","2021" 
"50717","11-03-2021","        ","P ",                            0.00,                            0.00,                          169.75,                            5.25,                            0.00,                            0.00,"PARTIAL PAYMENT         ",      0,     59,                             0,"0162","2021" 
"50717","11-29-2021","        ","P ",                            0.00,                            0.00,                            5.25,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     70,                             0,"0179","2021" 
"50718","04-21-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      5,                             0,"0341","2021" 
"50718","11-10-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            5.25,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0169","2021" 
"50719","04-08-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     65,                             0,"0328","2021" 
"50719","10-06-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     48,                             0,"0137","2021" 
"50720","03-31-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0320","2021" 
"50720","09-28-2021","        ","P ",                            0.00,                            0.00,                          176.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0124","2021" 
"50721","04-09-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    121,                             0,"0329","2021" 
"50721","10-13-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     62,                             0,"0143","2021" 
"50722","04-26-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0347","2021" 
"50722","10-06-2021","        ","P ",                            0.00,                            0.00,                          334.40,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    122,                             0,"0137","2021" 
"50723","04-15-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     82,                             0,"0336","2021" 
"50723","10-06-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     96,                             0,"0137","2021" 
"50724","04-14-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    122,                             0,"0334","2021" 
"50724","10-07-2021","        ","P ",                            0.00,                            0.00,                          250.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    102,                             0,"0138","2021" 
"50725","04-30-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     33,                             0,"0352","2021" 
"50725","10-27-2021","        ","P ",                            0.00,                            0.00,                          211.20,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     42,                             0,"0155","2021" 
"50726","04-21-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    187,                             0,"0341","2021" 
"50726","10-13-2021","        ","P ",                            0.00,                            0.00,                          202.40,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    153,                             0,"0144","2021" 
"50727","04-16-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,   9999,                             0,"0338","2021" 
"50728","04-07-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     78,                             0,"0325","2021" 
"50728","10-01-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      7,                             0,"0132","2021" 
"50729","04-12-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    133,                             0,"0331","2021" 
"50729","10-19-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    154,                             0,"0150","2021" 
"50730","04-08-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    187,                             0,"0328","2021" 
"50730","10-05-2021","        ","P ",                            0.00,                            0.00,                          246.40,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    200,                             0,"0135","2021" 
"50731","04-21-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    141,                             0,"0341","2021" 
"50731","11-03-2021","        ","P ",                            0.00,                            0.00,                          179.26,                            5.54,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     65,                             0,"0162","2021" 
"50731","11-29-2021","        ","P ",                            0.00,                            0.00,                            5.54,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      8,                             0,"0179","2021" 
"50732","04-13-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     48,                             0,"0333","2021" 
"50732","10-05-2021","        ","P ",                            0.00,                            0.00,                          448.80,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,      6,                             0,"0135","2021" 
"50733","04-20-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    135,                             0,"0340","2021" 
"50733","10-18-2021","        ","P ",                            0.00,                            0.00,                          250.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     70,                             0,"0147","2021" 
"50734","04-14-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    146,                             0,"0334","2021" 
"50734","10-22-2021","        ","P ",                            0.00,                            0.00,                          176.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    159,                             0,"0152","2021" 
"50735","04-14-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    177,                             0,"0334","2021" 
"50735","10-22-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    111,                             0,"0152","2021" 
"50736","04-30-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     35,                             0,"0352","2021" 
"50736","10-12-2021","        ","P ",                            0.00,                            0.00,                          228.80,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    113,                             0,"0142","2021" 
"50737","04-16-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    103,                             0,"0337","2021" 
"50737","10-13-2021","        ","P ",                            0.00,                            0.00,                          272.80,                            0.00,                            0.00,                            0.00,"BOTH PAYMENTS           ",      0,     43,                             0,"0143","2021" 
"50738","04-26-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     49,                             0,"0346","2021" 
"50738","10-12-2021","        ","P ",                            0.00,                            0.00,                          202.40,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    139,                             0,"0142","2021" 
"50739","12-17-2021","        ","P ",                          250.00,                           33.75,                          201.56,                            9.07,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0198","2021" 
"50740","05-04-2021","        ","P ",                          242.50,                            7.50,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0355","2021" 
"50740","09-20-2021","        ","P ",                            7.50,                            0.45,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0119","2021" 
"50740","10-04-2021","        ","P ",                            0.00,                            0.00,                          281.60,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0134","2021" 
"50741","05-27-2021","        ","P ",                          250.00,                            7.50,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     32,                             0,"0375","2021" 
"50741","11-24-2021","        ","P ",                            0.00,                            0.00,                          378.40,                           11.35,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0178","2021" 
"50742","05-27-2021","        ","P ",                          250.00,                            7.50,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     32,                             0,"0375","2021" 
"50742","11-24-2021","        ","P ",                            0.00,                            0.00,                          536.80,                           16.10,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0178","2021" 
"50743","04-27-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    157,                             0,"0349","2021" 
"50743","09-29-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     10,                             0,"0128","2021" 
"50744","04-01-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     16,                             0,"0321","2021" 
"50744","10-06-2021","        ","P ",                            0.00,                            0.00,                          176.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    172,                             0,"0137","2021" 
"50745","05-04-2021","        ","P ",                          242.50,                            7.50,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0355","2021" 
"50745","05-14-2021","        ","P ",                            7.50,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     45,                             0,"0365","2021" 
"50745","10-18-2021","        ","P ",                            0.00,                            0.00,                          246.40,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     78,                             0,"0147","2021" 
"50746","04-30-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    171,                             0,"0352","2021" 
"50746","05-04-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0355","2021" 
"50746","07-14-2021","        ","P ",                         -250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PARTIAL PAYMENT         ",      0,      1,                             0,"0022","2021" 
"50746","10-18-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0148","2021" 
"50747","04-12-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     91,                             0,"0331","2021" 
"50747","10-13-2021","        ","P ",                            0.00,                            0.00,                          201.56,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     68,                             0,"0143","2021" 
"50748","04-13-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    145,                             0,"0333","2021" 
"50748","10-25-2021","        ","P ",                            0.00,                            0.00,                          201.56,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0153","2021" 
"50749","04-26-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0347","2021" 
"50749","10-15-2021","        ","P ",                            0.00,                            0.00,                          201.56,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0146","2021" 
"50750","10-06-2021","        ","P ",                          250.00,                           26.25,                          269.05,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,   9999,                             0,"0136","2021" 
"50751","04-05-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0323","2021" 
"50751","09-27-2021","        ","P ",                            0.00,                            0.00,                          325.60,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0123","2021" 
"50752","04-26-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     32,                             0,"0346","2021" 
"50752","10-29-2021","        ","P ",                            0.00,                            0.00,                          175.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     96,                             0,"0159","2021" 
"50753","04-26-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0347","2021" 
"50753","10-25-2021","        ","P ",                            0.00,                            0.00,                          316.80,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0153","2021" 
"50754","04-30-2021","        ","P ",                        26250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     84,                             0,"0352","2021" 
"50754","09-30-2021","        ","A ",                            0.00,                            0.00,                        26250.00,                            0.00,                            0.00,                            0.00,"                        ",      0,      0,                             0,"0000","2021" 
"50754","10-13-2021","        ","P ",                            0.00,                            0.00,                        26250.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,     34,                             0,"0143","2021" 
"50755","04-20-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    147,                             0,"0340","2021" 
"50755","10-13-2021","        ","P ",                            0.00,                            0.00,                          250.00,                            0.00,                            0.00,                            0.00,"COMPLETE PAYMENT        ",      0,    109,                             0,"0144","2021" 
"50756","04-16-2021","        ","P ",                          250.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0338","2021" 
"50756","10-04-2021","        ","P ",                            0.00,                            0.00,                          818.40,                            0.00,                            0.00,                            0.00,"INVOICE CLOUD           ",      0,      1,                             0,"0134","2021" 
