PARCEL_ID,STREET,Current_Connection,COMACT,Wtr_Supp,DOM_WATER,SDATE,Sold_2021,low2_dbld_values,charge_1000_gals,low 2 x base(4.53),calc minimum 180,Oct_Cost_Num,April_Cost,Calc_Tot_Ann_Cost, Tot_Ann_Cost_num ,
3670019,RED MOUNTAIN LANE,TOASewer,RES,PUBLIC,PUBLIC,25-May-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3670022,RED MOUNTAIN LANE,TOASewer,RES,PUBLIC,PUBLIC,13-Oct-11,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3670023,RED MOUNTAIN LANE,TOASewer,RES,PUBLIC,PUBLIC,1-Jan-01,N/A,48,$4.53 ,$217.44 ,$217.44 ,$217.44 ,$257.50 ,$474.94 ,$474.94 ,
3670024,RED MOUNTAIN LANE,TOASewer,RES,PUBLIC,PUBLIC,24-Mar-04,N/A,66,$4.53 ,$298.98 ,$298.98 ,$298.98 ,$257.50 ,$556.48 ,$556.48 ,
3670025,RED MOUNTAIN LANE,TOASewer,RES,PUBLIC,PUBLIC,31-Mar-04,N/A,44,$4.53 ,$199.32 ,$199.32 ,$199.32 ,$257.50 ,$456.82 ,$456.82 ,
3670027,RED MOUNTAIN LANE,TOASewer,RES,PUBLIC,PUBLIC,30-Jan-85,N/A,56,$4.53 ,$253.68 ,$253.68 ,$253.68 ,$257.50 ,$511.18 ,$511.18 ,
3680001,REDWOOD LANE,TOASewer,RES,PUBLIC,PUBLIC,4-Oct-95,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3680002,REDWOOD LANE,TOASewer,RES,PUBLIC,PUBLIC,30-Mar-89,N/A,58,$4.53 ,$262.74 ,$262.74 ,$262.74 ,$257.50 ,$520.24 ,$520.24 ,
3680003,REDWOOD LANE,TOASewer,RES,PUBLIC,PUBLIC,16-Aug-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3680004,REDWOOD LANE,TOASewer,RES,PUBLIC,PUBLIC,27-Jan-09,N/A,58,$4.53 ,$262.74 ,$262.74 ,$262.74 ,$257.50 ,$520.24 ,$520.24 ,
3680005,REDWOOD LANE,TOASewer,RES,PUBLIC,PUBLIC,24-Oct-12,N/A,20,$4.53 ,$90.60 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3680006,REDWOOD LANE,TOASewer,RES,PUBLIC,PUBLIC,14-Aug-13,N/A,40,$4.53 ,$181.20 ,$181.20 ,$181.20 ,$257.50 ,$438.70 ,$438.70 ,
3680007,REDWOOD LANE,TOASewer,RES,PUBLIC,PUBLIC,16-Jul-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3680008,REDWOOD LANE,TOASewer,RES,PUBLIC,PUBLIC,28-May-96,N/A,16,$4.53 ,$72.48 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3680009,REDWOOD LANE,TOASewer,RES,PUBLIC,PUBLIC,27-Apr-20,N/A,18,$4.53 ,$81.54 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3700007,REXINGER LANE,TOASewer,RES,PUBLIC,PUBLIC,20-Sep-93,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3700010,REXINGER LANE,TOASewer,RES,PUBLIC,PUBLIC,24-Apr-18,N/A,72,$4.53 ,$326.16 ,$326.16 ,$326.16 ,$257.50 ,$583.66 ,$583.66 ,
3700015,REXINGER LANE,TOASewer,RES,PUBLIC,PUBLIC,27-Aug-07,N/A,102,$4.53 ,$462.06 ,$462.06 ,$462.06 ,$257.50 ,$719.56 ,$719.56 ,
3700018,REXINGER LANE,TOASewer,RES,PUBLIC,PUBLIC,12-Apr-85,N/A,16,$4.53 ,$72.48 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3700019,REXINGER LANE,TOASewer,RES,PUBLIC,PUBLIC,30-May-17,N/A,104,$4.53 ,$471.12 ,$471.12 ,$471.12 ,$257.50 ,$728.62 ,$728.62 ,
3700022,REXINGER LANE,TOASewer,RES,PUBLIC,PUBLIC,15-Mar-85,N/A,36,$4.53 ,$163.08 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3700023,REXINGER LANE,TOASewer,RES,PUBLIC,PUBLIC,9-Nov-95,N/A,42,$4.53 ,$190.26 ,$190.26 ,$190.26 ,$257.50 ,$447.76 ,$447.76 ,
3720015,RIDGE CREST LANE,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
5290001,RIDGEFIELD PLACE,TOASewer,RES,PUBLIC,PUBLIC,17-Sep-04,N/A,14,$4.53 ,$63.42 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
5290002,RIDGEFIELD PLACE,TOASewer,RES,PUBLIC,PUBLIC,6-Jan-99,N/A,14,$4.53 ,$63.42 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740001,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,22-Apr-15,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740002,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,17-Sep-19,N/A,20,$4.53 ,$90.60 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740003,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,1-Jun-18,N/A,50,$4.53 ,$226.50 ,$226.50 ,$226.50 ,$257.50 ,$484.00 ,$484.00 ,
3740004,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,11-Sep-19,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740005,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,29-Mar-07,N/A,80,$4.53 ,$362.40 ,$362.40 ,$362.40 ,$257.50 ,$619.90 ,$619.90 ,
3740006,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,24-Nov-20,N/A,12,$4.53 ,$54.36 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740007,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,25-Oct-99,N/A,44,$4.53 ,$199.32 ,$199.32 ,$199.32 ,$257.50 ,$456.82 ,$456.82 ,
3740008,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,2-Feb-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3740009,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,9-Nov-00,N/A,14,$4.53 ,$63.42 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740010,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,16-Jan-02,N/A,74,$4.53 ,$335.22 ,$335.22 ,$335.22 ,$257.50 ,$592.72 ,$592.72 ,
3740011,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,3-Aug-20,N/A,42,$4.53 ,$190.26 ,$190.26 ,$190.26 ,$257.50 ,$447.76 ,$447.76 ,
3740012,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,13-May-19,N/A,10,$4.53 ,$45.30 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740013,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,1-Nov-99,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740014,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,12-Jun-97,N/A,8,$4.53 ,$36.24 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740015,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,6-Jul-17,N/A,16,$4.53 ,$72.48 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740016,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,5-Dec-19,N/A,46,$4.53 ,$208.38 ,$208.38 ,$208.38 ,$257.50 ,$465.88 ,$465.88 ,
3740017,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,24-Feb-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3740018,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,2-Jun-04,N/A,84,$4.53 ,$380.52 ,$380.52 ,$380.52 ,$257.50 ,$638.02 ,$638.02 ,
3740019,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,12-Jun-15,N/A,6,$4.53 ,$27.18 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740020,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,1-Nov-05,N/A,32,$4.53 ,$144.96 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740021,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,19-Nov-14,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740022,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,3-Aug-06,N/A,6,$4.53 ,$27.18 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740023,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,7-Apr-20,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740024,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,29-Mar-18,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740025,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,22-Jul-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3740026,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,31-Oct-08,N/A,56,$4.53 ,$253.68 ,$253.68 ,$253.68 ,$257.50 ,$511.18 ,$511.18 ,
3740027,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,2-Sep-14,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740028,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,31-Oct-14,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740029,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,3-Sep-02,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740030,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,28-Nov-17,N/A,30,$4.53 ,$135.90 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740031,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,10-Jun-19,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740032,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,21-Oct-20,N/A,12,$4.53 ,$54.36 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740033,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,26-Jul-19,N/A,16,$4.53 ,$72.48 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740034,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,2-Aug-06,N/A,46,$4.53 ,$208.38 ,$208.38 ,$208.38 ,$257.50 ,$465.88 ,$465.88 ,
3740035,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,21-Mar-86,N/A,52,$4.53 ,$235.56 ,$235.56 ,$235.56 ,$257.50 ,$493.06 ,$493.06 ,
3740036,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,15-Jul-13,N/A,32,$4.53 ,$144.96 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3740037,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,23-Apr-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3740038,RIVER MEAD,TOASewer,RES,PUBLIC,PUBLIC,4-Jun-01,N/A,86,$4.53 ,$389.58 ,$389.58 ,$389.58 ,$257.50 ,$647.08 ,$647.08 ,
3750001,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,30-Nov-01,N/A,38,$4.53 ,$172.14 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750002,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,10-Sep-90,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750003,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,21-Nov-17,N/A,32,$4.53 ,$144.96 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750004,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,3-Jul-85,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750005,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,4-Jan-21,Y,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3750006,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,15-May-17,N/A,132,$4.53 ,$597.96 ,$597.96 ,$597.96 ,$257.50 ,$855.46 ,$855.46 ,
3750007,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,2-Sep-98,N/A,14,$4.53 ,$63.42 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750008,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,1-May-19,N/A,44,$4.53 ,$199.32 ,$199.32 ,$199.32 ,$257.50 ,$456.82 ,$456.82 ,
3750009,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,7-Jul-20,N/A,42,$4.53 ,$190.26 ,$190.26 ,$190.26 ,$257.50 ,$447.76 ,$447.76 ,
3750010,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,25-Oct-10,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750011,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,1-Oct-01,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750012,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,4-Aug-06,N/A,58,$4.53 ,$262.74 ,$262.74 ,$262.74 ,$257.50 ,$520.24 ,$520.24 ,
3750013,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,26-Mar-07,N/A,52,$4.53 ,$235.56 ,$235.56 ,$235.56 ,$257.50 ,$493.06 ,$493.06 ,
3750014,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,3-Jun-13,N/A,58,$4.53 ,$262.74 ,$262.74 ,$262.74 ,$257.50 ,$520.24 ,$520.24 ,
3750015,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,26-Feb-02,N/A,16,$4.53 ,$72.48 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750016,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,2-Mar-98,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750017,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,1-May-07,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750018,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,17-Oct-86,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750019,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,20-May-05,N/A,40,$4.53 ,$181.20 ,$181.20 ,$181.20 ,$257.50 ,$438.70 ,$438.70 ,
3750020,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,4-Sep-19,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750021,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,4-Oct-19,N/A,42,$4.53 ,$190.26 ,$190.26 ,$190.26 ,$257.50 ,$447.76 ,$447.76 ,
3750022,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,13-Sep-16,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750023,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,15-Jan-16,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750024,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,2-Mar-87,N/A,76,$4.53 ,$344.28 ,$344.28 ,$344.28 ,$257.50 ,$601.78 ,$601.78 ,
3750025,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,19-Nov-18,N/A,12,$4.53 ,$54.36 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750026,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,22-Dec-17,N/A,36,$4.53 ,$163.08 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750027,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,16-Sep-97,N/A,30,$4.53 ,$135.90 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750028,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,17-Jun-96,N/A,12,$4.53 ,$54.36 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750029,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,24-Apr-14,N/A,30,$4.53 ,$135.90 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750030,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,26-Apr-99,N/A,8,$4.53 ,$36.24 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750031,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,30-Mar-98,N/A,48,$4.53 ,$217.44 ,$217.44 ,$217.44 ,$257.50 ,$474.94 ,$474.94 ,
3750032,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,25-Jan-02,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750033,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,30-May-91,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750034,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,18-Dec-14,N/A,30,$4.53 ,$135.90 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750035,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,1-Feb-07,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750036,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,2-Oct-06,N/A,4,$4.53 ,$18.12 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750037,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,19-Jan-18,N/A,36,$4.53 ,$163.08 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750038,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,8-Sep-20,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750039,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,14-Jul-08,N/A,24,$4.53 ,$108.72 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750040,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,5-Jun-12,N/A,76,$4.53 ,$344.28 ,$344.28 ,$344.28 ,$257.50 ,$601.78 ,$601.78 ,
3750041,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,3-Sep-15,N/A,12,$4.53 ,$54.36 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3750042,RIVER VIEW,TOASewer,RES,PUBLIC,PUBLIC,29-Dec-00,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3760008,ROARING BROOK ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3760012,ROARING BROOK ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3760018,ROARING BROOK ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3760023,ROARING BROOK ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3760030,ROARING BROOK ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3760031,ROARING BROOK ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3780006,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,22-Aug-78,N/A,44,$4.53 ,$199.32 ,$199.32 ,$199.32 ,$257.50 ,$456.82 ,$456.82 ,
3780030,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,2-Sep-11,N/A,60,$4.53 ,$271.80 ,$271.80 ,$271.80 ,$257.50 ,$529.30 ,$529.30 ,
3780031,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,1-Jan-01,N/A,82,$4.53 ,$371.46 ,$371.46 ,$371.46 ,$257.50 ,$628.96 ,$628.96 ,
3780036,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,9-Oct-18,N/A,36,$4.53 ,$163.08 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3780042,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,16-Dec-94,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3780045,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,2-Nov-72,N/A,108,$4.53 ,$489.24 ,$489.24 ,$489.24 ,$257.50 ,$746.74 ,$746.74 ,
3780048,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,5-Oct-93,N/A,46,$4.53 ,$208.38 ,$208.38 ,$208.38 ,$257.50 ,$465.88 ,$465.88 ,
3780053,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,1-Nov-00,N/A,76,$4.53 ,$344.28 ,$344.28 ,$344.28 ,$257.50 ,$601.78 ,$601.78 ,
3780054,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,13-Apr-06,N/A,54,$4.53 ,$244.62 ,$244.62 ,$244.62 ,$257.50 ,$502.12 ,$502.12 ,
3780060,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,18-Aug-80,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3780063,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,12-Jul-19,N/A,52,$4.53 ,$235.56 ,$235.56 ,$235.56 ,$257.50 ,$493.06 ,$493.06 ,
3780064,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,23-Mar-92,N/A,22,$4.53 ,$99.66 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3780069,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,12-Aug-64,N/A,28,$4.53 ,$126.84 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3780070,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,24-Jul-00,N/A,62,$4.53 ,$280.86 ,$280.86 ,$280.86 ,$257.50 ,$538.36 ,$538.36 ,
3780073,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,16-Jun-00,N/A,30,$4.53 ,$135.90 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3780076,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,16-Sep-19,N/A,44,$4.53 ,$199.32 ,$199.32 ,$199.32 ,$257.50 ,$456.82 ,$456.82 ,
3780079,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,10-Jul-17,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3780082,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,9-Sep-16,N/A,66,$4.53 ,$298.98 ,$298.98 ,$298.98 ,$257.50 ,$556.48 ,$556.48 ,
3780097,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,17-Sep-13,N/A,86,$4.53 ,$389.58 ,$389.58 ,$389.58 ,$257.50 ,$647.08 ,$647.08 ,
3780103,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,25-Jan-08,N/A,86,$4.53 ,$389.58 ,$389.58 ,$389.58 ,$257.50 ,$647.08 ,$647.08 ,
3780109,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,7-Sep-66,N/A,18,$4.53 ,$81.54 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3780112,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,23-Jun-00,N/A,40,$4.53 ,$181.20 ,$181.20 ,$181.20 ,$257.50 ,$438.70 ,$438.70 ,
3780121,ROSEWOOD ROAD,TOASewer,RES,PUBLIC,PUBLIC,1-Dec-10,N/A,26,$4.53 ,$117.78 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3790015,RUSSELL ROAD,TOASewer,RES,WELL,PRIVATE,N/A,N/A,N/A,N/A,N/A,,$257.50 ,$257.50 ,$515.00 ,$515.00 ,
3800001,SADDLE CROSSING,TOASewer,RES,PUBLIC,PUBLIC,21-May-19,N/A,32,$4.53 ,$144.96 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3800002,SADDLE CROSSING,TOASewer,RES,PUBLIC,PUBLIC,19-Aug-20,N/A,52,$4.53 ,$235.56 ,$235.56 ,$235.56 ,$257.50 ,$493.06 ,$493.06 ,
3800003,SADDLE CROSSING,TOASewer,RES,PUBLIC,PUBLIC,30-Mar-09,N/A,34,$4.53 ,$154.02 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
3800004,SADDLE CROSSING,TOASewer,RES,PUBLIC,PUBLIC,28-Oct-16,N/A,10,$4.53 ,$45.30 ,$180.00 ,$180.00 ,$257.50 ,$437.50 ,$437.50 ,
